job_name,salary_raw,salary_min,salary_max,company_name,company_type,industry,city,experience,education,job_url,source,soe_category,tags
电销经理（双休）,1-1.5万·13薪,10000,15000,中国太平洋人寿保险股份有限公司广州市天河支公司(销售部),国企,保险,广州,3-5年,大专,http://www.zhaopin.com/jobdetail/CCL1360742390J40539255006.htm?refcode=4019&srccode=401903&preactionid=a4088153-ea86-4a38-94dc-471bb93717cf,zhaopin,央企,"['个人客户', '院校客户', '企业客户']"
凤凰花御苑幼儿园教师,5000-9000元,5000,9000,广州南沙和合教育咨询有限公司,国企,学校/学历教育,广州,经验不限,本科,http://www.zhaopin.com/jobdetail/CCL1316452360J40340089104.htm?refcode=4019&srccode=401903&preactionid=a4088153-ea86-4a38-94dc-471bb93717cf,zhaopin,国企,"['幼师', '教师']"
诚招钳工,6000-9000元·14薪,6000,9000,广州市环境卫生机械设备厂有限公司,国企,环保,广州,1-3年,大专,http://www.zhaopin.com/jobdetail/CC142282258J00482466202.htm?refcode=4019&srccode=401903&preactionid=a4088153-ea86-4a38-94dc-471bb93717cf,zhaopin,地方国企,"['安装调试', '机械安装维修']"
康养规划师,1.6-2.2万,16000,22000,中国太平洋人寿保险股份有限公司广州市天河支公司(销售部),国企,保险,广州,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1360742390J40458336106.htm?refcode=4019&srccode=401903&preactionid=a4088153-ea86-4a38-94dc-471bb93717cf,zhaopin,央企,"['金融业', '保险行业']"
凤凰花御苑幼儿园保健员,5000-9000元,5000,9000,广州南沙和合教育咨询有限公司,国企,学校/学历教育,广州,经验不限,本科,http://www.zhaopin.com/jobdetail/CCL1316452360J40340095604.htm?refcode=4019&srccode=401903&preactionid=a4088153-ea86-4a38-94dc-471bb93717cf,zhaopin,国企,"['幼儿园保健医生上岗证', '幼儿园']"
广州国企9K办公室后勤销售 五险一金+包吃住,9000-14000元·13薪,9000,14000,中国人民财产保险股份有限公司南京市分公司,国企,保险,广州,经验不限,大专,http://www.zhaopin.com/jobdetail/CC208250080J40762592710.htm?refcode=4019&srccode=401903&preactionid=a4088153-ea86-4a38-94dc-471bb93717cf,zhaopin,央企,"['国企', '包吃住', '年轻团队']"
营业区经理（月薪10000以上+管理收入，双休）,2.2-2.9万,22000,29000,中国太平洋人寿保险股份有限公司广州市天河支公司(销售部),国企,保险,广州,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1360742390J40458334506.htm?refcode=4019&srccode=401903&preactionid=a4088153-ea86-4a38-94dc-471bb93717cf,zhaopin,央企,"['教育培训', '互联网', '机械/重工', '汽车行业']"
凤凰花御苑幼儿园保育员,4000-6000元,4000,6000,广州南沙和合教育咨询有限公司,国企,学校/学历教育,广州,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1316452360J40340099404.htm?refcode=4019&srccode=401903&preactionid=a4088153-ea86-4a38-94dc-471bb93717cf,zhaopin,国企,['保育员']
投资岗,1.7-3万,17000,30000,广州白云建科控股集团有限公司,国企,物业管理,广州,5-10年,本科,http://www.zhaopin.com/jobdetail/CC872719530J40823889415.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,['985/QS前100优先']
EPC技术负责人,1-1.4万,10000,14000,中建四局建设发展有限公司,国企,建筑设备安装,广州,5-10年,本科,http://www.zhaopin.com/jobdetail/CC890351560J40895862315.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,央企,['设计管理']
网约车运营,5000-10000元,5000,10000,首汽租车,国企,租赁服务,广州,3-5年,大专,http://www.zhaopin.com/jobdetail/CC120978450J40919447902.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,[]
广告部行政助理,80-100元/天,80,100,广州南风窗传媒有限公司,国企,新闻/出版,广州,无经验,本科,http://www.zhaopin.com/jobdetail/CCL1391170280J40297533802.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,['行政']
党务岗,7000-10000元,7000,10000,中华联合财产保险股份有限公司广东分公司,国企,保险,广州,经验不限,本科,http://www.zhaopin.com/jobdetail/CC145950940J40838592414.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,"['党务工作', '党建宣传', '党组织建设']"
2026届春季校园招聘--技术管理岗,6000-10000元·14薪,6000,10000,中建四局建设发展有限公司,国企,建筑设备安装,广州,无经验,本科,http://www.zhaopin.com/jobdetail/CC890351560J40921546415.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,央企,"['土建工程', '市政工程', '房建工程']"
施工测量员,6000-9000元,6000,9000,中交四航局第二工程有限公司,国企,工程施工,广州,1-3年,大专,http://www.zhaopin.com/jobdetail/CC250547910J40865848803.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,"['水利工程', '初级工程测量员', '控制测量', '地形测量']"
涂装工艺工程师,9000-12000元·15薪,9000,12000,北京汽车股份有限公司,国企,汽车研发/制造,广州,3-5年,本科,http://www.zhaopin.com/jobdetail/CC367345010J40807477201.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,['工艺工程师']
港口建造工程师,2-3万,20000,30000,中建八局华南分公司,国企,房地产开发,广州,5-10年,本科,http://www.zhaopin.com/jobdetail/CC176454820J40750402306.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,央企,['港航工程']
营销实习生（微信社群运营）,1000元以下,0,0,广东新世纪出版社有限公司,国企,新闻/出版,广州,经验不限,大专,http://www.zhaopin.com/jobdetail/CC302460330J40855721012.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,[]
GAP基地专员,5000-7000元,5000,7000,甘肃广药白云山中药科技有限公司,国企,医药制造,广州,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1303012460J40493085804.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,['中药材种植与管理']
CAM工程师/高级工程师 (MJ001776),9000-15000元,9000,15000,安捷利美维电子(厦门)有限责任公司,国企,电子/半导体/集成电路,广州,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1237263060J40874741615.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,"['CAD', '工程设计']"
压力管道工艺设计工程师（偏重管道、撬块集成）,1.1-2万·13薪,11000,20000,广州广重企业集团有限公司,国企,电气机械/电力设备,广州,5-10年,本科,http://www.zhaopin.com/jobdetail/CC120198070J40735795806.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,"['管道设计', '工艺设计', '空分设备', '工业管道', '锅炉管道', '压力管道', '撬块集成', '压力容器']"
数字化所BIM机电工程师,6000-12000元,6000,12000,中交四航工程研究院有限公司,国企,客运服务,广州,1-3年,本科,http://www.zhaopin.com/jobdetail/CC489861520J40769880505.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,[]
试验检测岗-广东分公司,6000-10000元,6000,10000,中路高科交通检测检验认证有限公司,国企,检测/认证,广州,3-5年,大专,http://www.zhaopin.com/jobdetail/CC475397780J40836161605.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,"['桥梁工程', '道路工程']"
产业投资和资本运营部副部长,3.5-4.5万,35000,45000,广州医药集团有限公司,国企,医药制造,广州,5-10年,本科,http://www.zhaopin.com/jobdetail/CC223075310J40793460203.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,"['并购投资', '股权投资', '债权投资']"
大宗分析师(J13351),1-1.5万,10000,15000,宁夏伊品生物科技股份有限公司,国企,农/林/牧/渔,广州,1-3年,本科,http://www.zhaopin.com/jobdetail/CC444874710J40830369610.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,['战略分析经验']
初级软件工程师（C#开发）,6000-11000元,6000,11000,广东粤科自动化信息技术有限公司,国企,专业技术服务,广州,经验不限,本科,http://www.zhaopin.com/jobdetail/CCL1204972350J40844003312.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,"['SQL Server', 'C#']"
广州高薪办公室续费专员 包住宿+五险一金,9000-13000元·13薪,9000,13000,中国人民财产保险股份有限公司南京市分公司,国企,保险,广州,经验不限,大专,http://www.zhaopin.com/jobdetail/CC208250080J40767945710.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,央企,"['电话客服', '包住  国企', '办公室专员', '销售']"
公办幼儿园副园长（储备）,1.2-1.5万,12000,15000,广州南沙和合教育咨询有限公司,国企,学校/学历教育,广州,5-10年,本科,http://www.zhaopin.com/jobdetail/CCL1316452360J40912155104.htm?refcode=4019&srccode=401903&preactionid=26132b85-a791-4a18-80d0-94f2ec448c93,zhaopin,国企,['幼儿园园长']
暖通设计师,9000-13000元,9000,13000,世源科技工程有限公司,国企,建筑设计,深圳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC407875410J40162315803.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,国企,"['暖通', '工业建筑设计', '暖通设计', '设计院']"
健康管家岗(J10002),8000-12000元,8000,12000,中国人民健康保险股份有限公司深圳分公司,国企,保险,深圳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC135329670J40820161801.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,央企,['客户服务']
高级客户经理/客户经理,1.3-2万·13薪,13000,20000,招商海达保险经纪有限公司,国企,保险,深圳,3-5年,本科,http://www.zhaopin.com/jobdetail/CC872502100J40483290206.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,国企,"['保险学', '金融学']"
置业顾问/租售管家,1.1-1.9万,11000,19000,深圳市招商置业顾问有限公司,国企,房地产开发,深圳,3-5年,大专,http://www.zhaopin.com/jobdetail/CC145514780J40764432610.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,地方国企,[]
结算管理岗,8000-10000元,8000,10000,中建二局装饰工程有限公司深圳分公司,国企,装饰装修,深圳,3-5年,大专,http://www.zhaopin.com/jobdetail/CC873748630J40885849304.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,央企,[]
4S店钣金技师,8000-16000元,8000,16000,深圳市南方腾星汽车销售服务有限公司福田分公司,国企,汽车零部件,深圳,1-3年,中专/中技,http://www.zhaopin.com/jobdetail/CC635835320J40313558311.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,地方国企,"['钣金工', '钣金', '钣喷', '钣金维修师', '钣金技师']"
纪检监察干部,1.3-2.5万·13薪,13000,25000,招商海达保险经纪有限公司,国企,保险,深圳,3-5年,本科,http://www.zhaopin.com/jobdetail/CC872502100J40743150106.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,国企,"['党建纪检', '审计监察', '合规监察']"
公寓管家（2026应届生岗）,面议,0,0,深圳市安居乐寓住房租赁投资控股有限公司,国企,房地产开发,深圳,无经验,大专,http://www.zhaopin.com/jobdetail/CCL1460880830J40792802016.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,地方国企,"['长租公寓', '短租公寓', '租赁管理', '物业管理']"
建筑设计师,9000-13000元,9000,13000,世源科技工程有限公司,国企,建筑设计,深圳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC407875410J40788911903.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,国企,"['施工图设计', '方案设计', '工业建筑']"
高级汽车电子技术专家,1.5-3万,15000,30000,深圳市宝凌电子股份有限公司,国企,汽车研发/制造,深圳,5-10年,大专,http://www.zhaopin.com/jobdetail/CC143786520J40745328910.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,地方国企,"['嵌入式硬件研发', '嵌入式软件研发', '车载电子']"
销售经理（需有手机盖板玻璃、超薄电子玻璃相关行业经验）,1.2-2.4万,12000,24000,山东沂新光电科技有限公司,国企,非金属矿物制品业,深圳,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1421473060J40711190801.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,国企,"['面销/陌拜', '渠道销售']"
给排水设计师,9000-13000元,9000,13000,世源科技工程有限公司,国企,建筑设计,深圳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC407875410J40163687203.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,国企,[]
客服前台（集团项目）,7000-9000元,7000,9000,华侨城物业(集团)有限公司华南分公司,国企,物业管理,深圳,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1369824100J40639983216.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,国企,"['物业公司', '写字楼', '酒店', '五险一金', '节日福利', '带薪年假']"
硬件工程师,1-2万,10000,20000,深圳市宝凌电子股份有限公司,国企,汽车研发/制造,深圳,3-5年,大专,http://www.zhaopin.com/jobdetail/CC143786520J40766694510.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,地方国企,[]
暖通设计专业负责人,1.5-2万,15000,20000,世源科技工程有限公司,国企,建筑设计,深圳,5-10年,本科,http://www.zhaopin.com/jobdetail/CC407875410J40820179703.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,国企,"['暖通设计', '中级暖通工程师职称', '高级暖通工程师职称']"
分离精制开发室主任(J13468),1.5-2.5万,15000,25000,宁夏伊品生物科技股份有限公司,国企,农/林/牧/渔,深圳,5-10年,本科,http://www.zhaopin.com/jobdetail/CC444874710J40837818810.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,国企,"['微生物工程', '质粒纯化工艺', '蛋白纯化工艺']"
物业工程技术岗,5000-7000元,5000,7000,深圳市万厦居业有限公司,国企,物业管理,深圳,1-3年,高中,http://www.zhaopin.com/jobdetail/CC144353910J40434248901.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,地方国企,"['特种作业操作证 （电工）', '物业维修', '设备管理']"
硬件工程师,1-2万,10000,20000,深圳市宝凌电子股份有限公司,国企,汽车研发/制造,深圳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC143786524J00291605405.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,地方国企,"['电路设计', '硬件开发', 'PCB设计', '车载产品', 'CAN']"
合规综合及反洗钱岗,6000-10000元,6000,10000,华安期货有限责任公司,国企,证券/期货,深圳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC203593920J40832056409.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,国企,"['业务合规', '风控经验']"
电销培训师（话术方向）(J10014),1-1.5万,10000,15000,中国人民健康保险股份有限公司深圳分公司,国企,保险,深圳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC135329670J40822148301.htm?refcode=4019&srccode=401903&preactionid=9adea466-f969-4297-8a5b-142d2fc50e6d,zhaopin,央企,"['话术管理', '话术培训']"
发酵工艺开发室主任(J13466),1.5-2.5万,15000,25000,宁夏伊品生物科技股份有限公司,国企,农/林/牧/渔,深圳,5-10年,本科,http://www.zhaopin.com/jobdetail/CC444874710J40837816710.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,国企,['微生物工程']
国企物业维修工,5000-7000元,5000,7000,深圳市万厦居业有限公司,国企,物业管理,深圳,1-3年,高中,http://www.zhaopin.com/jobdetail/CC144353910J40608325501.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,地方国企,"['特种作业操作证 （低压电工）', '水电管道', '配电设备', '物业维修']"
电销培训管理岗(J10013),1-1.5万,10000,15000,中国人民健康保险股份有限公司深圳分公司,国企,保险,深圳,3-5年,本科,http://www.zhaopin.com/jobdetail/CC135329670J40822152201.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,央企,"['培训需求分析', '培训效果验收', '专项培训']"
经营管理岗（物业行业）,9000-13000元·13薪,9000,13000,深圳市特发服务股份有限公司,国企,物业管理,深圳,3-5年,本科,http://www.zhaopin.com/jobdetail/CC145758380J40806023014.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,地方国企,"['经营分析', '内控建设', '上市企业', '国营企业']"
机电工程师-数字设计咨询创研室(J10556),1-2万,10000,20000,北京市建筑设计研究院股份有限公司,国企,建筑设计,深圳,5-10年,本科,http://www.zhaopin.com/jobdetail/CC000429130J40478988813.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,地方国企,"['公共建筑', '高层建筑']"
储备渠道经理,5000-10000元,5000,10000,招商证券深圳科技园部,国企,证券/期货,深圳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC227239110J40752502307.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,国企,"['面销/陌拜', '渠道销售', '电话销售', '个人客户', '机构客户']"
测试工程师,面议,0,0,深圳市安居乐寓住房租赁投资控股有限公司,国企,房地产开发,深圳,5-10年,本科,http://www.zhaopin.com/jobdetail/CCL1460880830J40770376016.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,地方国企,"['软件测试', '功能测试', '性能测试', 'Python']"
土建工程师-数字设计咨询创研室(J10555),1-2万,10000,20000,北京市建筑设计研究院股份有限公司,国企,建筑设计,深圳,5-10年,本科,http://www.zhaopin.com/jobdetail/CC000429130J40478670613.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,地方国企,"['商业建筑', '公共建筑', '高层建筑', '超高层建筑']"
实习生,100-110元/天,100,110,深圳交易咨询集团有限公司,国企,咨询服务,深圳,无经验,硕士,http://www.zhaopin.com/jobdetail/CC146173180J40233966913.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,国企,['实习生']
信息技术发展,1.5-1.8万·15薪,15000,18000,中建材投资有限公司,国企,建材,深圳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC208235710J40709650111.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,央企,['央国企']
企业管理岗,1-1.5万,10000,15000,东方电气启能(深圳)科技有限公司,国企,仪器仪表制造,深圳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC132727150J40822142807.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,国企,['企业管理']
高级嵌入式软件工程师,2-4万,20000,40000,深圳市宝凌电子股份有限公司,国企,汽车研发/制造,深圳,经验不限,大专,http://www.zhaopin.com/jobdetail/CC143786520J40833962510.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,地方国企,['C++']
工艺设计师,9000-13000元,9000,13000,世源科技工程有限公司,国企,建筑设计,深圳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC407875410J40264178303.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,国企,['施工图设计']
文创咖啡展厅店员（国企，五险一金+过节福利）,5000-8000元·13薪,5000,8000,深圳市东部文化发展有限公司,国企,文化艺术/娱乐,深圳,1-3年,高中,http://www.zhaopin.com/jobdetail/CC853111460J40503775107.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,地方国企,"['餐饮店', '西餐厅', '甜品店', '咖啡厅', '奶茶店']"
单片机软件工程师,1.5-2万,15000,20000,深圳市智海鑫科技有限公司,国企,农/林/牧/渔,深圳,3-5年,本科,http://www.zhaopin.com/jobdetail/CC427544810J40897664108.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,地方国企,[]
总图设计师,9000-13000元,9000,13000,世源科技工程有限公司,国企,建筑设计,深圳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC407875410J40162308303.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,国企,"['方案设计', '施工图设计', '工业建筑']"
人事专员（J10028）,9000-10000元·13薪,9000,10000,中国人民健康保险股份有限公司深圳分公司,国企,保险,深圳,经验不限,硕士,http://www.zhaopin.com/jobdetail/CC135329670J40826869401.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,央企,"['招聘', '员工关系']"
物业空调工,5000-8000元,5000,8000,深圳市鹏基物业管理服务有限公司,国企,物业管理,深圳,3-5年,高中,http://www.zhaopin.com/jobdetail/CC258083420J40845387303.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,地方国企,"['维修/保养', '检测', '安装/调试', '特种作业操作证（制冷与空调）', '特种作业操作证 （低压电工）', '特种作业操作证 （高压电工）', '五险一金', '加班补贴']"
运行人员（央企）,5000-8000元,5000,8000,深圳市金鹏源辐照技术有限公司,国企,金属制品业,深圳,经验不限,本科,http://www.zhaopin.com/jobdetail/CC135396350J40979156104.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,地方国企,"['生产计划管理', '生产设备管理', '生产调度管理']"
电气设计师——供电、电照、通信、自控方向,9000-13000元,9000,13000,世源科技工程有限公司,国企,建筑设计,深圳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC407875410J40162311803.htm?refcode=4019&srccode=401903&preactionid=f266c999-6564-41ec-a531-f65f221fa6ea,zhaopin,国企,"['CAD', '电气设计']"
4S店 客服招揽专员,8000-13000元,8000,13000,深圳市南方腾星汽车销售服务有限公司福田分公司,国企,汽车零部件,深圳,1-3年,大专,http://www.zhaopin.com/jobdetail/CC635835320J40298979111.htm?refcode=4019&srccode=401903&preactionid=2a3f10d6-c40b-45b0-94ad-46bf1dbd302a,zhaopin,地方国企,"['招揽专员', '招揽', '电话招揽', '4S店客服招揽专员', '客服招揽', '招揽员', '电话客服']"
商务经理,1.4-1.8万,14000,18000,中交第一航务工程局有限公司,国企,客运服务,深圳,5-10年,本科,http://www.zhaopin.com/jobdetail/CC264172910J40775849612.htm?refcode=4019&srccode=401903&preactionid=2a3f10d6-c40b-45b0-94ad-46bf1dbd302a,zhaopin,国企,"['成本预测', '成本控制']"
气体动力岗位,9000-13000元,9000,13000,世源科技工程有限公司,国企,建筑设计,深圳,1-3年,本科,http://www.zhaopin.com/jobdetail/CC407875410J40337950003.htm?refcode=4019&srccode=401903&preactionid=2a3f10d6-c40b-45b0-94ad-46bf1dbd302a,zhaopin,国企,"['冷热设备', '发电设备', '热力设备', '暖通系统', 'AutoCAD']"
租售管家/二手房经纪人,1.1-2万·13薪,11000,20000,深圳市招商置业顾问有限公司,国企,房地产开发,深圳,3-5年,大专,http://www.zhaopin.com/jobdetail/CC145514780J40764421410.htm?refcode=4019&srccode=401903&preactionid=2a3f10d6-c40b-45b0-94ad-46bf1dbd302a,zhaopin,地方国企,[]
高级汽车电子产品经理,2-4万,20000,40000,深圳市宝凌电子股份有限公司,国企,汽车研发/制造,深圳,经验不限,大专,http://www.zhaopin.com/jobdetail/CC143786520J40833963310.htm?refcode=4019&srccode=401903&preactionid=2a3f10d6-c40b-45b0-94ad-46bf1dbd302a,zhaopin,地方国企,"['嵌入式硬件研发', '嵌入式软件研发', '测试']"
秩序维护员,6000-8000元,6000,8000,华侨城物业(集团)有限公司华南分公司,国企,物业管理,深圳,经验不限,初中及以下,http://www.zhaopin.com/jobdetail/CCL1369824100J40570662816.htm?refcode=4019&srccode=401903&preactionid=2a3f10d6-c40b-45b0-94ad-46bf1dbd302a,zhaopin,国企,"['小区', '保安员证', '退役军人优待证', '五险一金']"
文员/投标专员,5000-6000元,5000,6000,东北院,国企,房地产开发,深圳,经验不限,本科,http://www.zhaopin.com/jobdetail/CC186091520J40825195811.htm?refcode=4019&srccode=401903&preactionid=2a3f10d6-c40b-45b0-94ad-46bf1dbd302a,zhaopin,国企,"['投标', '文员']"
预算中心机电预算经理、主管,1.4-2.2万,14000,22000,中建科工集团有限公司广州分公司,国企,房地产开发,深圳,3-5年,本科,http://www.zhaopin.com/jobdetail/CC201317620J40814137505.htm?refcode=4019&srccode=401903&preactionid=2a3f10d6-c40b-45b0-94ad-46bf1dbd302a,zhaopin,央企,['土建工程']
研发工程师(J13458),1.2-2.4万,12000,24000,宁夏伊品生物科技股份有限公司,国企,农/林/牧/渔,深圳,经验不限,硕士,http://www.zhaopin.com/jobdetail/CC444874710J40837273910.htm?refcode=4019&srccode=401903&preactionid=2a3f10d6-c40b-45b0-94ad-46bf1dbd302a,zhaopin,国企,"['微生物工程', '分子生物学技术', '发酵工艺', '生物药']"
PLC专业讲师,8000-11000元,8000,11000,深圳市特区建工职业技能培训学校有限公司,国企,培训/辅导服务,深圳,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1359982630J40837534614.htm?refcode=4019&srccode=401903&preactionid=2a3f10d6-c40b-45b0-94ad-46bf1dbd302a,zhaopin,地方国企,"['PLC设计', '智能制造', '电气设备', '自动化设备']"
弱电智能化/信息化技术负责人（设计/咨询）(J10558),1-2万,10000,20000,北京市建筑设计研究院股份有限公司,国企,建筑设计,深圳,3-5年,本科,http://www.zhaopin.com/jobdetail/CC000429130J40481975813.htm?refcode=4019&srccode=401903&preactionid=2a3f10d6-c40b-45b0-94ad-46bf1dbd302a,zhaopin,地方国企,['智能化设计']
国企展区老师,5000-7000元,5000,7000,广州友谊人力资源服务有限公司,国企,人力资源服务,深圳,1-3年,中专/中技,http://www.zhaopin.com/jobdetail/CC137983530J40913484415.htm?refcode=4019&srccode=401903&preactionid=2a3f10d6-c40b-45b0-94ad-46bf1dbd302a,zhaopin,国企,['教研']
银保培训管理岗(J10003),1.5-2万,15000,20000,中国人民健康保险股份有限公司深圳分公司,国企,保险,深圳,5-10年,本科,http://www.zhaopin.com/jobdetail/CC135329670J40820353101.htm?refcode=4019&srccode=401903&preactionid=2a3f10d6-c40b-45b0-94ad-46bf1dbd302a,zhaopin,央企,[]
高速公路收费员,3000-4000元,3000,4000,深圳高速运营发展有限公司,国企,客运服务,深圳,经验不限,大专,http://www.zhaopin.com/jobdetail/CC554208930J40739688016.htm?refcode=4019&srccode=401903&preactionid=2a3f10d6-c40b-45b0-94ad-46bf1dbd302a,zhaopin,国企,"['高速收费站', '包吃包住', '五险一金', '全勤奖金', '节日福利']"
