专业,年份,月薪,当前岗位数,当前中位薪资
农艺教育,2022,6845,0,0
农艺教育,2021,6581,0,0
农艺教育,2020,6328,0,0
农艺教育,2019,6085,0,0
农艺教育,2018,5851,0,0
农艺教育,2017,5626,0,0
农艺教育,2016,5409,0,0
农艺教育,2015,5201,0,0
冰岛语,2025,16100,0,0
冰岛语,2024,15333,0,0
冰岛语,2023,14603,0,0
冰岛语,2022,13907,0,0
冰岛语,2021,13245,0,0
冰岛语,2020,12614,0,0
冰岛语,2019,12014,0,0
冰岛语,2018,11441,0,0
冰岛语,2017,10897,0,0
冰岛语,2016,10378,0,0
冰岛语,2015,9884,0,0
冶金工程,2025,12500,0,0
冶金工程,2024,11904,0,0
冶金工程,2023,11337,0,0
冶金工程,2022,10797,0,0
冶金工程,2021,10283,0,0
冶金工程,2020,9794,0,0
冶金工程,2019,9327,0,0
冶金工程,2018,8883,0,0
冶金工程,2017,8460,0,0
冶金工程,2016,8057,0,0
冶金工程,2015,7673,0,0
分子科学与工程,2025,11300,0,0
分子科学与工程,2024,10761,0,0
分子科学与工程,2023,10249,0,0
分子科学与工程,2022,9761,0,0
分子科学与工程,2021,9296,0,0
分子科学与工程,2020,8853,0,0
分子科学与工程,2019,8432,0,0
分子科学与工程,2018,8030,0,0
分子科学与工程,2017,7648,0,0
分子科学与工程,2016,7284,0,0
分子科学与工程,2015,6937,0,0
刑事科学技术,2025,10100,0,0
刑事科学技术,2024,9619,0,0
刑事科学技术,2023,9160,0,0
刑事科学技术,2022,8724,0,0
刑事科学技术,2021,8309,0,0
刑事科学技术,2020,7913,0,0
刑事科学技术,2019,7536,0,0
刑事科学技术,2018,7177,0,0
刑事科学技术,2017,6836,0,0
刑事科学技术,2016,6510,0,0
刑事科学技术,2015,6200,0,0
制药工程,2025,9900,0,0
制药工程,2024,9428,0,0
制药工程,2023,8979,0,0
制药工程,2022,8551,0,0
制药工程,2021,8144,0,0
制药工程,2020,7756,0,0
制药工程,2019,7387,0,0
制药工程,2018,7035,0,0
制药工程,2017,6700,0,0
制药工程,2016,6381,0,0
制药工程,2015,6077,0,0
功能材料,2025,13200,0,0
功能材料,2024,12571,0,0
功能材料,2023,11972,0,0
功能材料,2022,11402,0,0
功能材料,2021,10859,0,0
功能材料,2020,10342,0,0
功能材料,2019,9850,0,0
功能材料,2018,9380,0,0
功能材料,2017,8934,0,0
功能材料,2016,8508,0,0
功能材料,2015,8103,0,0
动植物检疫,2025,8500,0,0
动植物检疫,2024,8095,0,0
动植物检疫,2023,7709,0,0
动植物检疫,2022,7342,0,0
动植物检疫,2021,6992,0,0
动植物检疫,2020,6659,0,0
动植物检疫,2019,6342,0,0
动植物检疫,2018,6040,0,0
动植物检疫,2017,5753,0,0
动植物检疫,2016,5479,0,0
动植物检疫,2015,5218,0,0
动物医学,2025,8750,80,8750
动物医学,2024,8333,80,8750
动物医学,2023,7936,80,8750
动物医学,2022,7558,80,8750
动物医学,2021,7198,80,8750
动物医学,2020,6855,80,8750
动物医学,2019,6529,80,8750
动物医学,2018,6218,80,8750
动物医学,2017,5922,80,8750
动物医学,2016,5640,80,8750
动物医学,2015,5371,80,8750
动物科学,2025,8000,120,8000
动物科学,2024,7619,120,8000
动物科学,2023,7256,120,8000
动物科学,2022,6910,120,8000
动物科学,2021,6581,120,8000
动物科学,2020,6268,120,8000
动物科学,2019,5969,120,8000
动物科学,2018,5685,120,8000
动物科学,2017,5414,120,8000
动物科学,2016,5156,120,8000
动物科学,2015,4911,120,8000
动物药学,2025,8900,0,0
动物药学,2024,8317,0,0
动物药学,2023,7773,0,0
动物药学,2022,7265,0,0
动物药学,2021,6789,0,0
动物药学,2020,6345,0,0
动物药学,2019,5930,0,0
动物药学,2018,5542,0,0
动物药学,2017,5179,0,0
动物药学,2016,4841,0,0
动物药学,2015,4524,0,0
动画,2025,8000,120,8000
动画,2024,7619,120,8000
动画,2023,7256,120,8000
动画,2022,6910,120,8000
动画,2021,6581,120,8000
动画,2020,6268,120,8000
动画,2019,5969,120,8000
动画,2018,5685,120,8000
动画,2017,5414,120,8000
动画,2016,5156,120,8000
动画,2015,4911,120,8000
劳动与社会保障,2025,10600,0,0
劳动与社会保障,2024,10095,0,0
劳动与社会保障,2023,9614,0,0
劳动与社会保障,2022,9156,0,0
劳动与社会保障,2021,8720,0,0
劳动与社会保障,2020,8305,0,0
劳动与社会保障,2019,7909,0,0
劳动与社会保障,2018,7533,0,0
劳动与社会保障,2017,7174,0,0
劳动与社会保障,2016,6832,0,0
劳动与社会保障,2015,6507,0,0
劳动关系,2025,12800,0,0
劳动关系,2024,12190,0,0
劳动关系,2023,11609,0,0
劳动关系,2022,11057,0,0
劳动关系,2021,10530,0,0
劳动关系,2020,10029,0,0
劳动关系,2019,9551,0,0
劳动关系,2018,9096,0,0
劳动关系,2017,8663,0,0
劳动关系,2016,8250,0,0
劳动关系,2015,7858,0,0
勘查技术与工程,2025,12500,0,0
勘查技术与工程,2024,11904,0,0
勘查技术与工程,2023,11337,0,0
勘查技术与工程,2022,10797,0,0
勘查技术与工程,2021,10283,0,0
勘查技术与工程,2020,9794,0,0
勘查技术与工程,2019,9327,0,0
勘查技术与工程,2018,8883,0,0
勘查技术与工程,2017,8460,0,0
勘查技术与工程,2016,8057,0,0
勘查技术与工程,2015,7673,0,0
包装工程,2025,8000,80,8000
包装工程,2024,7619,80,8000
包装工程,2023,7256,80,8000
包装工程,2022,6910,80,8000
包装工程,2021,6581,80,8000
包装工程,2020,6268,80,8000
包装工程,2019,5969,80,8000
包装工程,2018,5685,80,8000
包装工程,2017,5414,80,8000
包装工程,2016,5156,80,8000
包装工程,2015,4911,80,8000
匈牙利语,2025,15300,0,0
匈牙利语,2024,14571,0,0
匈牙利语,2023,13877,0,0
匈牙利语,2022,13216,0,0
匈牙利语,2021,12587,0,0
匈牙利语,2020,11987,0,0
匈牙利语,2019,11417,0,0
匈牙利语,2018,10873,0,0
匈牙利语,2017,10355,0,0
匈牙利语,2016,9862,0,0
匈牙利语,2015,9392,0,0
化学,2025,9000,120,9000
化学,2024,8571,120,9000
化学,2023,8163,120,9000
化学,2022,7774,120,9000
化学,2021,7404,120,9000
化学,2020,7051,120,9000
化学,2019,6715,120,9000
化学,2018,6396,120,9000
化学,2017,6091,120,9000
化学,2016,5801,120,9000
化学,2015,5525,120,9000
化学工程与工业生物工程,2025,11300,0,0
化学工程与工业生物工程,2024,10761,0,0
化学工程与工业生物工程,2023,10249,0,0
化学工程与工业生物工程,2022,9761,0,0
化学工程与工业生物工程,2021,9296,0,0
化学工程与工业生物工程,2020,8853,0,0
化学工程与工业生物工程,2019,8432,0,0
化学工程与工业生物工程,2018,8030,0,0
化学工程与工业生物工程,2017,7648,0,0
化学工程与工业生物工程,2016,7284,0,0
化学工程与工业生物工程,2015,6937,0,0
化学工程与工艺,2025,11500,120,11500
化学工程与工艺,2024,10952,120,11500
化学工程与工艺,2023,10430,120,11500
化学工程与工艺,2022,9934,120,11500
化学工程与工艺,2021,9461,120,11500
化学工程与工艺,2020,9010,120,11500
化学工程与工艺,2019,8581,120,11500
化学工程与工艺,2018,8172,120,11500
化学工程与工艺,2017,7783,120,11500
化学工程与工艺,2016,7413,120,11500
化学工程与工艺,2015,7060,120,11500
化学生物学,2025,10900,0,0
化学生物学,2024,10380,0,0
化学生物学,2023,9886,0,0
化学生物学,2022,9415,0,0
化学生物学,2021,8967,0,0
化学生物学,2020,8540,0,0
化学生物学,2019,8133,0,0
化学生物学,2018,7746,0,0
化学生物学,2017,7377,0,0
化学生物学,2016,7026,0,0
化学生物学,2015,6691,0,0
医学信息工程,2025,12800,0,0
医学信息工程,2024,12190,0,0
医学信息工程,2023,11609,0,0
医学信息工程,2022,11057,0,0
医学信息工程,2021,10530,0,0
医学信息工程,2020,10029,0,0
医学信息工程,2019,9551,0,0
医学信息工程,2018,9096,0,0
医学信息工程,2017,8663,0,0
医学信息工程,2016,8250,0,0
医学信息工程,2015,7858,0,0
医学实验技术,2025,14600,0,0
医学实验技术,2024,13904,0,0
医学实验技术,2023,13242,0,0
医学实验技术,2022,12612,0,0
医学实验技术,2021,12011,0,0
医学实验技术,2020,11439,0,0
医学实验技术,2019,10894,0,0
医学实验技术,2018,10375,0,0
医学实验技术,2017,9881,0,0
医学实验技术,2016,9411,0,0
医学实验技术,2015,8963,0,0
医学影像学,2025,10250,40,10250
医学影像学,2024,9761,40,10250
医学影像学,2023,9297,40,10250
医学影像学,2022,8854,40,10250
医学影像学,2021,8432,40,10250
医学影像学,2020,8031,40,10250
医学影像学,2019,7648,40,10250
医学影像学,2018,7284,40,10250
医学影像学,2017,6937,40,10250
医学影像学,2016,6607,40,10250
医学影像学,2015,6292,40,10250
医学影像技术,2025,6900,0,0
医学影像技术,2024,6571,0,0
医学影像技术,2023,6258,0,0
医学影像技术,2022,5960,0,0
医学影像技术,2021,5676,0,0
医学影像技术,2020,5406,0,0
医学影像技术,2019,5148,0,0
医学影像技术,2018,4903,0,0
医学影像技术,2017,4670,0,0
医学影像技术,2016,4447,0,0
医学影像技术,2015,4236,0,0
医学检验技术,2025,6500,60,6500
医学检验技术,2024,6190,60,6500
医学检验技术,2023,5895,60,6500
医学检验技术,2022,5614,60,6500
医学检验技术,2021,5347,60,6500
医学检验技术,2020,5092,60,6500
医学检验技术,2019,4850,60,6500
医学检验技术,2018,4619,60,6500
医学检验技术,2017,4399,60,6500
医学检验技术,2016,4189,60,6500
医学检验技术,2015,3990,60,6500
医学美容技术,2025,9000,0,0
医学美容技术,2024,8571,0,0
医学美容技术,2023,8163,0,0
医学美容技术,2022,7774,0,0
医学美容技术,2021,7404,0,0
医学美容技术,2020,7051,0,0
医学美容技术,2019,6715,0,0
医学美容技术,2018,6396,0,0
医学美容技术,2017,6091,0,0
医学美容技术,2016,5801,0,0
医学美容技术,2015,5525,0,0
医学营养,2025,7100,0,0
医学营养,2024,6761,0,0
医学营养,2023,6439,0,0
医学营养,2022,6133,0,0
医学营养,2021,5841,0,0
医学营养,2020,5563,0,0
医学营养,2019,5298,0,0
医学营养,2018,5045,0,0
医学营养,2017,4805,0,0
医学营养,2016,4576,0,0
医学营养,2015,4358,0,0
华文教育,2025,13300,0,0
华文教育,2024,12788,0,0
华文教育,2023,12296,0,0
华文教育,2022,11823,0,0
华文教育,2021,11368,0,0
华文教育,2020,10931,0,0
华文教育,2019,10511,0,0
华文教育,2018,10106,0,0
华文教育,2017,9718,0,0
华文教育,2016,9344,0,0
华文教育,2015,8985,0,0
卫生检验与检疫,2025,8800,0,0
卫生检验与检疫,2024,8380,0,0
卫生检验与检疫,2023,7981,0,0
卫生检验与检疫,2022,7601,0,0
卫生检验与检疫,2021,7239,0,0
卫生检验与检疫,2020,6895,0,0
卫生检验与检疫,2019,6566,0,0
卫生检验与检疫,2018,6253,0,0
卫生检验与检疫,2017,5956,0,0
卫生检验与检疫,2016,5672,0,0
卫生检验与检疫,2015,5402,0,0
卫生监督,2025,11700,0,0
卫生监督,2024,11142,0,0
卫生监督,2023,10612,0,0
卫生监督,2022,10106,0,0
卫生监督,2021,9625,0,0
卫生监督,2020,9167,0,0
卫生监督,2019,8730,0,0
卫生监督,2018,8314,0,0
卫生监督,2017,7919,0,0
卫生监督,2016,7541,0,0
卫生监督,2015,7182,0,0
印刷工程,2025,10600,0,0
印刷工程,2024,10095,0,0
印刷工程,2023,9614,0,0
印刷工程,2022,9156,0,0
印刷工程,2021,8720,0,0
印刷工程,2020,8305,0,0
印刷工程,2019,7909,0,0
印刷工程,2018,7533,0,0
印刷工程,2017,7174,0,0
印刷工程,2016,6832,0,0
印刷工程,2015,6507,0,0
印地语,2025,23600,0,0
印地语,2024,22476,0,0
印地语,2023,21405,0,0
印地语,2022,20386,0,0
印地语,2021,19415,0,0
印地语,2020,18491,0,0
印地语,2019,17610,0,0
印地语,2018,16772,0,0
印地语,2017,15973,0,0
印地语,2016,15212,0,0
印地语,2015,14488,0,0
印度尼西亚语,2025,17900,0,0
印度尼西亚语,2024,17047,0,0
印度尼西亚语,2023,16235,0,0
印度尼西亚语,2022,15462,0,0
印度尼西亚语,2021,14726,0,0
印度尼西亚语,2020,14025,0,0
印度尼西亚语,2019,13357,0,0
印度尼西亚语,2018,12721,0,0
印度尼西亚语,2017,12115,0,0
印度尼西亚语,2016,11538,0,0
印度尼西亚语,2015,10989,0,0
历史学,2025,9700,0,0
历史学,2024,9238,0,0
历史学,2023,8798,0,0
历史学,2022,8379,0,0
历史学,2021,7980,0,0
历史学,2020,7600,0,0
历史学,2019,7238,0,0
历史学,2018,6893,0,0
历史学,2017,6565,0,0
历史学,2016,6252,0,0
历史学,2015,5954,0,0
历史建筑保护工程,2025,12700,0,0
历史建筑保护工程,2024,12330,0,0
历史建筑保护工程,2023,11970,0,0
历史建筑保护工程,2022,11622,0,0
历史建筑保护工程,2021,11283,0,0
历史建筑保护工程,2020,10955,0,0
历史建筑保护工程,2019,10636,0,0
历史建筑保护工程,2018,10326,0,0
历史建筑保护工程,2017,10025,0,0
历史建筑保护工程,2016,9733,0,0
历史建筑保护工程,2015,9449,0,0
口腔医学,2025,15000,40,15000
口腔医学,2024,14018,40,15000
口腔医学,2023,13101,40,15000
口腔医学,2022,12244,40,15000
口腔医学,2021,11443,40,15000
口腔医学,2020,10694,40,15000
口腔医学,2019,9995,40,15000
口腔医学,2018,9341,40,15000
口腔医学,2017,8730,40,15000
口腔医学,2016,8159,40,15000
口腔医学,2015,7625,40,15000
口腔医学技术,2025,11100,0,0
口腔医学技术,2024,10373,0,0
口腔医学技术,2023,9695,0,0
口腔医学技术,2022,9060,0,0
口腔医学技术,2021,8468,0,0
口腔医学技术,2020,7914,0,0
口腔医学技术,2019,7396,0,0
口腔医学技术,2018,6912,0,0
口腔医学技术,2017,6460,0,0
口腔医学技术,2016,6037,0,0
口腔医学技术,2015,5642,0,0
古典文献学,2025,10500,0,0
古典文献学,2024,10000,0,0
古典文献学,2023,9523,0,0
古典文献学,2022,9070,0,0
古典文献学,2021,8638,0,0
古典文献学,2020,8227,0,0
古典文献学,2019,7835,0,0
古典文献学,2018,7462,0,0
古典文献学,2017,7106,0,0
古典文献学,2016,6768,0,0
古典文献学,2015,6446,0,0
古生物学,2025,13200,0,0
古生物学,2024,12571,0,0
古生物学,2023,11972,0,0
古生物学,2022,11402,0,0
古生物学,2021,10859,0,0
古生物学,2020,10342,0,0
古生物学,2019,9850,0,0
古生物学,2018,9380,0,0
古生物学,2017,8934,0,0
古生物学,2016,8508,0,0
古生物学,2015,8103,0,0
听力与言语康复学,2025,11000,0,0
听力与言语康复学,2024,10476,0,0
听力与言语康复学,2023,9977,0,0
听力与言语康复学,2022,9502,0,0
听力与言语康复学,2021,9049,0,0
听力与言语康复学,2020,8618,0,0
听力与言语康复学,2019,8208,0,0
听力与言语康复学,2018,7817,0,0
听力与言语康复学,2017,7445,0,0
听力与言语康复学,2016,7090,0,0
听力与言语康复学,2015,6753,0,0
哈萨克语,2025,16800,0,0
哈萨克语,2024,16000,0,0
哈萨克语,2023,15238,0,0
哈萨克语,2022,14512,0,0
哈萨克语,2021,13821,0,0
哈萨克语,2020,13163,0,0
哈萨克语,2019,12536,0,0
哈萨克语,2018,11939,0,0
哈萨克语,2017,11370,0,0
哈萨克语,2016,10829,0,0
哈萨克语,2015,10313,0,0
哲学,2025,12800,0,0
哲学,2024,12190,0,0
哲学,2023,11609,0,0
哲学,2022,11057,0,0
哲学,2021,10530,0,0
哲学,2020,10029,0,0
哲学,2019,9551,0,0
哲学,2018,9096,0,0
哲学,2017,8663,0,0
哲学,2016,8250,0,0
哲学,2015,7858,0,0
商务经济学,2025,14600,0,0
商务经济学,2024,13904,0,0
商务经济学,2023,13242,0,0
商务经济学,2022,12612,0,0
商务经济学,2021,12011,0,0
商务经济学,2020,11439,0,0
商务经济学,2019,10894,0,0
商务经济学,2018,10375,0,0
商务经济学,2017,9881,0,0
商务经济学,2016,9411,0,0
商务经济学,2015,8963,0,0
商务英语,2025,11600,0,0
商务英语,2024,11047,0,0
商务英语,2023,10521,0,0
商务英语,2022,10020,0,0
商务英语,2021,9543,0,0
商务英语,2020,9088,0,0
商务英语,2019,8656,0,0
商务英语,2018,8243,0,0
商务英语,2017,7851,0,0
商务英语,2016,7477,0,0
商务英语,2015,7121,0,0
园林,2025,11000,0,0
园林,2024,10476,0,0
园林,2023,9977,0,0
园林,2022,9502,0,0
园林,2021,9049,0,0
园林,2020,8618,0,0
园林,2019,8208,0,0
园林,2018,7817,0,0
园林,2017,7445,0,0
园林,2016,7090,0,0
园林,2015,6753,0,0
园艺,2025,9700,0,0
园艺,2024,9238,0,0
园艺,2023,8798,0,0
园艺,2022,8379,0,0
园艺,2021,7980,0,0
园艺,2020,7600,0,0
园艺,2019,7238,0,0
园艺,2018,6893,0,0
园艺,2017,6565,0,0
园艺,2016,6252,0,0
园艺,2015,5954,0,0
园艺教育,2025,11100,0,0
园艺教育,2024,10673,0,0
园艺教育,2023,10262,0,0
园艺教育,2022,9867,0,0
园艺教育,2021,9488,0,0
园艺教育,2020,9123,0,0
园艺教育,2019,8772,0,0
园艺教育,2018,8435,0,0
园艺教育,2017,8110,0,0
园艺教育,2016,7798,0,0
园艺教育,2015,7498,0,0
国内安全保卫,2025,10200,0,0
国内安全保卫,2024,9714,0,0
国内安全保卫,2023,9251,0,0
国内安全保卫,2022,8811,0,0
国内安全保卫,2021,8391,0,0
国内安全保卫,2020,7991,0,0
国内安全保卫,2019,7611,0,0
国内安全保卫,2018,7248,0,0
国内安全保卫,2017,6903,0,0
国内安全保卫,2016,6575,0,0
国内安全保卫,2015,6261,0,0
国民经济管理,2025,12100,0,0
国民经济管理,2024,11523,0,0
国民经济管理,2023,10975,0,0
国民经济管理,2022,10452,0,0
国民经济管理,2021,9954,0,0
国民经济管理,2020,9480,0,0
国民经济管理,2019,9029,0,0
国民经济管理,2018,8599,0,0
国民经济管理,2017,8189,0,0
国民经济管理,2016,7799,0,0
国民经济管理,2015,7428,0,0
国际事务与国际关系,2025,17000,0,0
国际事务与国际关系,2024,16190,0,0
国际事务与国际关系,2023,15419,0,0
国际事务与国际关系,2022,14685,0,0
国际事务与国际关系,2021,13985,0,0
国际事务与国际关系,2020,13319,0,0
国际事务与国际关系,2019,12685,0,0
国际事务与国际关系,2018,12081,0,0
国际事务与国际关系,2017,11506,0,0
国际事务与国际关系,2016,10958,0,0
国际事务与国际关系,2015,10436,0,0
国际商务,2025,12700,0,0
国际商务,2024,12095,0,0
国际商务,2023,11519,0,0
国际商务,2022,10970,0,0
国际商务,2021,10448,0,0
国际商务,2020,9950,0,0
国际商务,2019,9476,0,0
国际商务,2018,9025,0,0
国际商务,2017,8595,0,0
国际商务,2016,8186,0,0
国际商务,2015,7796,0,0
国际政治,2025,12200,0,0
国际政治,2024,11619,0,0
国际政治,2023,11065,0,0
国际政治,2022,10538,0,0
国际政治,2021,10036,0,0
国际政治,2020,9559,0,0
国际政治,2019,9103,0,0
国际政治,2018,8670,0,0
国际政治,2017,8257,0,0
国际政治,2016,7864,0,0
国际政治,2015,7489,0,0
国际经济与贸易,2025,12400,0,0
国际经济与贸易,2024,11809,0,0
国际经济与贸易,2023,11247,0,0
国际经济与贸易,2022,10711,0,0
国际经济与贸易,2021,10201,0,0
国际经济与贸易,2020,9715,0,0
国际经济与贸易,2019,9253,0,0
国际经济与贸易,2018,8812,0,0
国际经济与贸易,2017,8392,0,0
国际经济与贸易,2016,7993,0,0
国际经济与贸易,2015,7612,0,0
图书馆学,2025,10800,0,0
图书馆学,2024,10285,0,0
图书馆学,2023,9795,0,0
图书馆学,2022,9329,0,0
图书馆学,2021,8885,0,0
图书馆学,2020,8462,0,0
图书馆学,2019,8059,0,0
图书馆学,2018,7675,0,0
图书馆学,2017,7309,0,0
图书馆学,2016,6961,0,0
图书馆学,2015,6630,0,0
土地资源管理,2025,12300,0,0
土地资源管理,2024,11714,0,0
土地资源管理,2023,11156,0,0
土地资源管理,2022,10625,0,0
土地资源管理,2021,10119,0,0
土地资源管理,2020,9637,0,0
土地资源管理,2019,9178,0,0
土地资源管理,2018,8741,0,0
土地资源管理,2017,8325,0,0
土地资源管理,2016,7928,0,0
土地资源管理,2015,7551,0,0
土木工程,2025,13100,0,0
土木工程,2024,12718,0,0
土木工程,2023,12348,0,0
土木工程,2022,11988,0,0
土木工程,2021,11639,0,0
土木工程,2020,11300,0,0
土木工程,2019,10971,0,0
土木工程,2018,10651,0,0
土木工程,2017,10341,0,0
土木工程,2016,10040,0,0
土木工程,2015,9747,0,0
土耳其语,2025,14800,0,0
土耳其语,2024,14095,0,0
土耳其语,2023,13424,0,0
土耳其语,2022,12784,0,0
土耳其语,2021,12175,0,0
土耳其语,2020,11596,0,0
土耳其语,2019,11043,0,0
土耳其语,2018,10518,0,0
土耳其语,2017,10017,0,0
土耳其语,2016,9540,0,0
土耳其语,2015,9085,0,0
地下水科学与工程,2025,8600,0,0
地下水科学与工程,2024,8190,0,0
地下水科学与工程,2023,7800,0,0
地下水科学与工程,2022,7429,0,0
地下水科学与工程,2021,7075,0,0
地下水科学与工程,2020,6738,0,0
地下水科学与工程,2019,6417,0,0
地下水科学与工程,2018,6111,0,0
地下水科学与工程,2017,5820,0,0
地下水科学与工程,2016,5543,0,0
地下水科学与工程,2015,5279,0,0
地球信息科学与技术,2025,14000,0,0
地球信息科学与技术,2024,13333,0,0
地球信息科学与技术,2023,12698,0,0
地球信息科学与技术,2022,12093,0,0
地球信息科学与技术,2021,11517,0,0
地球信息科学与技术,2020,10969,0,0
地球信息科学与技术,2019,10447,0,0
地球信息科学与技术,2018,9949,0,0
地球信息科学与技术,2017,9475,0,0
地球信息科学与技术,2016,9024,0,0
地球信息科学与技术,2015,8594,0,0
地球化学,2025,13700,0,0
地球化学,2024,13047,0,0
地球化学,2023,12426,0,0
地球化学,2022,11834,0,0
地球化学,2021,11271,0,0
地球化学,2020,10734,0,0
地球化学,2019,10223,0,0
地球化学,2018,9736,0,0
地球化学,2017,9272,0,0
地球化学,2016,8831,0,0
地球化学,2015,8410,0,0
地球物理学,2025,14200,0,0
地球物理学,2024,13523,0,0
地球物理学,2023,12879,0,0
地球物理学,2022,12266,0,0
地球物理学,2021,11682,0,0
地球物理学,2020,11126,0,0
地球物理学,2019,10596,0,0
地球物理学,2018,10091,0,0
地球物理学,2017,9611,0,0
地球物理学,2016,9153,0,0
地球物理学,2015,8717,0,0
地理信息科学,2025,7500,120,7500
地理信息科学,2024,7142,120,7500
地理信息科学,2023,6802,120,7500
地理信息科学,2022,6478,120,7500
地理信息科学,2021,6170,120,7500
地理信息科学,2020,5876,120,7500
地理信息科学,2019,5596,120,7500
地理信息科学,2018,5330,120,7500
地理信息科学,2017,5076,120,7500
地理信息科学,2016,4834,120,7500
地理信息科学,2015,4604,120,7500
地理国情监测,2025,12200,0,0
地理国情监测,2024,11619,0,0
地理国情监测,2023,11065,0,0
地理国情监测,2022,10538,0,0
地理国情监测,2021,10036,0,0
地理国情监测,2020,9559,0,0
地理国情监测,2019,9103,0,0
地理国情监测,2018,8670,0,0
地理国情监测,2017,8257,0,0
地理国情监测,2016,7864,0,0
地理国情监测,2015,7489,0,0
地理科学,2025,10500,0,0
地理科学,2024,10000,0,0
地理科学,2023,9523,0,0
地理科学,2022,9070,0,0
地理科学,2021,8638,0,0
地理科学,2020,8227,0,0
地理科学,2019,7835,0,0
地理科学,2018,7462,0,0
地理科学,2017,7106,0,0
地理科学,2016,6768,0,0
地理科学,2015,6446,0,0
地质学,2025,13900,0,0
地质学,2024,13238,0,0
地质学,2023,12607,0,0
地质学,2022,12007,0,0
地质学,2021,11435,0,0
地质学,2020,10891,0,0
地质学,2019,10372,0,0
地质学,2018,9878,0,0
地质学,2017,9408,0,0
地质学,2016,8960,0,0
地质学,2015,8533,0,0
地质工程,2025,17500,40,17500
地质工程,2024,16666,40,17500
地质工程,2023,15873,40,17500
地质工程,2022,15117,40,17500
地质工程,2021,14397,40,17500
地质工程,2020,13711,40,17500
地质工程,2019,13058,40,17500
地质工程,2018,12436,40,17500
地质工程,2017,11844,40,17500
地质工程,2016,11280,40,17500
地质工程,2015,10743,40,17500
城乡规划,2025,13000,0,0
城乡规划,2024,12380,0,0
城乡规划,2023,11791,0,0
城乡规划,2022,11229,0,0
城乡规划,2021,10695,0,0
城乡规划,2020,10185,0,0
城乡规划,2019,9700,0,0
城乡规划,2018,9238,0,0
城乡规划,2017,8798,0,0
城乡规划,2016,8379,0,0
城乡规划,2015,7980,0,0
城市地下空间工程,2025,12700,0,0
城市地下空间工程,2024,12095,0,0
城市地下空间工程,2023,11519,0,0
城市地下空间工程,2022,10970,0,0
城市地下空间工程,2021,10448,0,0
城市地下空间工程,2020,9950,0,0
城市地下空间工程,2019,9476,0,0
城市地下空间工程,2018,9025,0,0
城市地下空间工程,2017,8595,0,0
城市地下空间工程,2016,8186,0,0
城市地下空间工程,2015,7796,0,0
城市管理,2025,12800,0,0
城市管理,2024,12190,0,0
城市管理,2023,11609,0,0
城市管理,2022,11057,0,0
城市管理,2021,10530,0,0
城市管理,2020,10029,0,0
城市管理,2019,9551,0,0
城市管理,2018,9096,0,0
城市管理,2017,8663,0,0
城市管理,2016,8250,0,0
城市管理,2015,7858,0,0
基础医学,2025,12800,0,0
基础医学,2024,12190,0,0
基础医学,2023,11609,0,0
基础医学,2022,11057,0,0
基础医学,2021,10530,0,0
基础医学,2020,10029,0,0
基础医学,2019,9551,0,0
基础医学,2018,9096,0,0
基础医学,2017,8663,0,0
基础医学,2016,8250,0,0
基础医学,2015,7858,0,0
塞尔维亚语,2025,15000,0,0
塞尔维亚语,2024,14285,0,0
塞尔维亚语,2023,13605,0,0
塞尔维亚语,2022,12957,0,0
塞尔维亚语,2021,12340,0,0
塞尔维亚语,2020,11752,0,0
塞尔维亚语,2019,11193,0,0
塞尔维亚语,2018,10660,0,0
塞尔维亚语,2017,10152,0,0
塞尔维亚语,2016,9669,0,0
塞尔维亚语,2015,9208,0,0
壮医学,2025,11000,0,0
壮医学,2024,10476,0,0
壮医学,2023,9977,0,0
壮医学,2022,9502,0,0
壮医学,2021,9049,0,0
壮医学,2020,8618,0,0
壮医学,2019,8208,0,0
壮医学,2018,7817,0,0
壮医学,2017,7445,0,0
壮医学,2016,7090,0,0
壮医学,2015,6753,0,0
声学,2025,16000,0,0
声学,2024,15238,0,0
声学,2023,14512,0,0
声学,2022,13821,0,0
声学,2021,13163,0,0
声学,2020,12536,0,0
声学,2019,11939,0,0
声学,2018,11370,0,0
声学,2017,10829,0,0
声学,2016,10313,0,0
声学,2015,9822,0,0
复合材料与工程,2025,11500,0,0
复合材料与工程,2024,10952,0,0
复合材料与工程,2023,10430,0,0
复合材料与工程,2022,9934,0,0
复合材料与工程,2021,9461,0,0
复合材料与工程,2020,9010,0,0
复合材料与工程,2019,8581,0,0
复合材料与工程,2018,8172,0,0
复合材料与工程,2017,7783,0,0
复合材料与工程,2016,7413,0,0
复合材料与工程,2015,7060,0,0
外交学,2025,15400,0,0
外交学,2024,14666,0,0
外交学,2023,13968,0,0
外交学,2022,13303,0,0
外交学,2021,12669,0,0
外交学,2020,12066,0,0
外交学,2019,11491,0,0
外交学,2018,10944,0,0
外交学,2017,10423,0,0
外交学,2016,9926,0,0
外交学,2015,9454,0,0
外国语言与外国历史,2025,10800,0,0
外国语言与外国历史,2024,10285,0,0
外国语言与外国历史,2023,9795,0,0
外国语言与外国历史,2022,9329,0,0
外国语言与外国历史,2021,8885,0,0
外国语言与外国历史,2020,8462,0,0
外国语言与外国历史,2019,8059,0,0
外国语言与外国历史,2018,7675,0,0
外国语言与外国历史,2017,7309,0,0
外国语言与外国历史,2016,6961,0,0
