name,level2_name,level3_name,limit_year,fivesalaryavg,salaryavg,view_total,view_month,boy_rate,girl_rate,job_count,market_salary_median,salary_score,demand_score,popularity_score,value_ratio_score,composite_index
装甲车辆工程,工学,兵器类,四年,12200,145834,443967,10,95,5,0,,73.25714285714285,56.659267480577135,65.26082130965594,72.47502774694784,67.0
国际商务,管理学,工商管理类,四年,12700,115880,495751,12,26,74,0,,77.54285714285714,56.659267480577135,55.49389567147613,70.81021087680355,67.0
世界语,文学,外国语言文学类,四年,15000,0,860521,4,0,0,0,,91.82857142857142,56.659267480577135,28.19089900110987,60.26637069922308,67.0
藏医学,医学,中医学类,五年,11200,108272,145669,2,41,59,0,,61.08571428571429,56.659267480577135,77.80244173140954,92.28634850166482,66.9
藏医学,医学,中医学类,五年,11200,108272,145669,2,41,59,0,,61.08571428571429,56.659267480577135,77.80244173140954,92.28634850166482,66.9
国际政治,法学,政治学类,四年,12200,126792,446308,5,33,67,0,,73.25714285714285,56.659267480577135,64.37291897891234,72.25305216426193,66.8
政治学、经济学与哲学,法学,政治学类,四年,13600,140563,642245,2,28,72,0,,85.77142857142857,56.659267480577135,38.40177580466148,64.70588235294117,66.8
网络安全与执法,工学,公安技术类,四年,13600,145330,641796,15,85,15,0,,85.77142857142857,56.659267480577135,38.6237513873474,64.81687014428414,66.8
材料物理,工学,材料类,四年,12800,155735,526289,5,75,25,0,,78.85714285714286,56.659267480577135,52.38623751387348,69.03440621531631,66.8
信用管理,经济学,金融学类,四年,12300,126595,462010,2,32,68,0,,74.28571428571429,56.659267480577135,62.15316315205328,71.25416204217537,66.7
风景园林,工学,建筑类,五年，四年,14000,90950,732913,10,36,64,0,,88.11428571428571,56.659267480577135,33.96226415094338,62.15316315205327,66.7
逻辑学,哲学,哲学类,四年,17800,209059,1270058,5,51,49,0,,98.5142857142857,56.659267480577135,15.760266370699227,53.163152053274146,66.7
天文学,理学,天文学类,四年,15400,153305,953450,14,80,20,0,,93.54285714285714,56.659267480577135,23.529411764705884,57.491675915649274,66.6
生物信息学,理学,生物科学类,四年,12700,107901,516765,14,53,47,0,,77.54285714285714,56.659267480577135,53.718091009988896,69.47835738068812,66.5
水文与水资源工程,工学,水利类,四年,10800,84782,250325,9,63,37,0,,56.17142857142857,56.659267480577135,97.4472807991121,82.5749167591565,66.5
葡萄与葡萄酒工程,工学,食品科学与工程类,四年,10800,103537,197737,70,39,61,0,,56.17142857142857,56.659267480577135,92.11986681465038,87.79134295227526,66.5
园艺教育,农学,植物生产类,四年,11100,101426,139726,35,23,77,0,,59.94285714285714,56.659267480577135,76.35960044395117,92.89678135405104,66.4
核生化消防,工学,公安技术类,四年,11400,73008,110982,3,0,0,0,,63.37142857142857,56.659267480577135,65.26082130965594,95.22752497225305,66.4
大气科学,理学,大气科学类,四年,13100,103591,581124,4,48,52,0,,81.71428571428572,56.659267480577135,44.173140954495004,66.92563817980022,66.3
非织造材料与工程,工学,纺织类,四年,11500,77862,101576,2,64,36,0,,64.74285714285715,56.659267480577135,60.599334073251946,95.56048834628191,66.3
科学社会主义,法学,马克思主义理论类,四年,10700,127709,219667,3,67,33,0,,54.628571428571426,56.659267480577135,97.0033296337403,85.90455049944507,66.3
新能源材料与器件,工学,材料类,四年,13100,134797,583811,13,78,22,0,,81.71428571428572,56.659267480577135,43.72918978912319,66.81465038845728,66.3
森林工程,工学,林业工程类,四年,11200,103250,128393,2,82,18,0,,61.08571428571429,56.659267480577135,71.69811320754717,93.67369589345172,66.2
保密管理,管理学,管理科学与工程类,四年,12900,77905,559308,2,47,53,0,,79.94285714285714,56.659267480577135,47.50277469478357,67.25860155382908,66.2
古生物学,理学,地质学类,四年,13200,141165,606430,118,31,69,0,,82.74285714285713,56.659267480577135,41.73140954495005,65.48279689234184,66.2
数字媒体艺术,艺术学,设计学类,四年,14700,123825,880798,22,40,60,0,,90.8,56.659267480577135,26.63706992230854,58.6015538290788,66.1
电影学,艺术学,戏剧与影视学类,四年,13200,91561,618027,3,25,75,0,,82.74285714285713,56.659267480577135,40.62153163152053,65.03884572697002,65.9
地理国情监测,工学,测绘类,四年,12200,148140,475414,1,58,42,0,,73.25714285714285,56.659267480577135,59.711431742508324,70.9211986681465,65.9
分子科学与工程,理学,化学类,四年,11300,113425,337562,4,56,44,0,,62.05714285714286,56.659267480577135,83.90677025527191,76.91453940066593,65.9
汽车服务工程,工学,机械类,四年,11700,107929,415034,11,78,22,0,,67.94285714285714,56.659267480577135,71.47613762486127,72.91897891231964,65.8
过程装备与控制工程,工学,机械类,四年,12000,107363,449741,18,86,14,0,,71.37142857142858,56.659267480577135,63.70699223085461,71.36514983351832,65.8
酿酒工程,工学,食品科学与工程类,四年,10600,103537,218337,137,44,56,0,,53.65714285714286,56.659267480577135,96.11542730299666,85.79356270810212,65.7
应用电子技术教育,工学,电子信息类,四年,10800,116250,161283,57,55,45,0,,56.17142857142857,56.659267480577135,83.24084350721421,90.67702552719201,65.6
服装设计与工程,工学,纺织类,四年,12000,79069,461713,5,25,75,0,,71.37142857142858,56.659267480577135,62.37513873473919,71.03218645948945,65.6
纺织工程,工学,纺织类,四年,11100,79319,317039,9,45,55,0,,59.94285714285714,56.659267480577135,85.90455049944505,77.58046614872363,65.5
海关管理,管理学,公共管理类,四年,12500,108445,524421,3,65,35,0,,75.71428571428571,56.659267480577135,52.830188679245296,68.47946725860156,65.5
投资学,经济学,金融学类,四年,14500,123796,910596,9,45,55,0,,90.17142857142856,56.659267480577135,24.861265260821312,57.047724750277474,65.4
矿物加工工程,工学,矿业类,四年,10600,137621,196656,1,87,13,0,,53.65714285714286,56.659267480577135,91.67591564927858,87.56936736958934,65.3
草业科学,农学,草学类,四年,10500,72585,214241,4,50,50,0,,52.628571428571426,56.659267480577135,95.44950055493896,86.12652608213097,65.3
农林经济管理,管理学,农业经济管理类,四年,10900,0,292442,9,38,62,0,,57.657142857142865,56.659267480577135,89.01220865704774,79.57824639289677,65.3
信息工程,工学,电子信息类,四年,14300,129539,887222,17,71,29,0,,89.37142857142857,56.659267480577135,26.193118756936727,57.26970033296337,65.3
艺术史论,艺术学,艺术学理论类,四年,12800,90303,576535,6,12,88,0,,78.85714285714286,56.659267480577135,44.61709211986682,66.37069922308547,65.2
植物科学与技术,农学,植物生产类,四年,10500,90412,248598,3,52,48,0,,52.628571428571426,56.659267480577135,97.89123196448391,82.1309655937847,65.1
服装设计与工艺教育,工学,纺织类,四年,10500,74954,248570,34,15,85,0,,52.628571428571426,56.659267480577135,98.11320754716981,82.24195338512763,65.1
抢险救援指挥与技术,工学,公安技术类,四年,11400,73529,371193,2,0,0,0,,63.37142857142857,56.659267480577135,76.80355160932297,75.02774694783574,65.1
设施农业科学与工程,农学,植物生产类,四年,10400,60724,230020,5,64,36,0,,51.542857142857144,56.659267480577135,99.66703662597114,83.57380688124306,65.1
水土保持与荒漠化防治,农学,自然保护与环境生态类,四年,10500,63856,208823,5,60,40,0,,52.628571428571426,56.659267480577135,93.67369589345172,86.45948945615982,65.1
电子与计算机工程,工学,计算机类,四年,15000,136647,1045425,13,79,21,0,,91.82857142857142,56.659267480577135,20.643729189789113,54.05105438401776,64.9
动画,艺术学,戏剧与影视学类,四年,13200,128187,691633,13,44,56,0,,82.74285714285713,56.659267480577135,36.18201997780244,62.04217536071032,64.8
维医学,医学,中医学类,五年,11100,107947,109907,10,32,68,0,,59.94285714285714,56.659267480577135,64.03995560488346,95.06104328523863,64.8
维医学,医学,中医学类,五年,11100,107947,109907,10,32,68,0,,59.94285714285714,56.659267480577135,64.03995560488346,95.06104328523863,64.8
建筑学,工学,建筑类,五年，四年,17200,93680,2021516,20,62,38,0,,98.05714285714285,56.659267480577135,8.435072142064385,47.16981132075472,64.6
人类学,法学,社会学类,四年,10800,140352,296685,2,26,74,0,,56.17142857142857,56.659267480577135,88.34628190899001,79.02330743618202,64.6
汉语言文学,文学,中国语言文学类,四年,10900,111226,3191141,79,16,84,60,7500.0,57.657142857142865,99.38956714761376,3.329633740288557,41.509433962264154,64.6
海洋工程与技术,工学,海洋工程类,四年,11400,110839,392006,4,88,12,0,,63.37142857142857,56.659267480577135,74.13984461709211,73.91786903440621,64.6
妇幼保健医学,医学,公共卫生与预防医学类,五年,11200,101788,361924,2,0,0,0,,61.08571428571429,56.659267480577135,78.3573806881243,75.3607103218646,64.5
资源与环境经济学,经济学,经济学类,四年,21300,107935,2572279,8,44,56,0,,99.31428571428572,56.659267480577135,5.1054384017758,46.614872364039954,64.5
微电子科学与工程,工学,电子信息类,四年,14400,129093,978178,36,77,23,0,,89.82857142857142,56.659267480577135,21.975582685904556,54.38401775804661,64.4
数据计算及应用,理学,数学类,四年,11500,149666,418591,5,0,0,0,,64.74285714285715,56.659267480577135,70.36625971143174,72.36403995560488,64.3
交通工程,工学,交通运输类,四年,12000,95872,493183,15,75,25,0,,71.37142857142858,56.659267480577135,55.937846836847946,69.14539400665927,64.3
物流工程,管理学,物流管理与工程类,四年,11100,94141,355338,10,51,49,0,,59.94285714285714,56.659267480577135,79.68923418423975,75.8046614872364,64.3
金融工程,经济学,金融学类,四年,16600,127339,1857682,16,43,57,0,,96.8,56.659267480577135,9.7669256381798,47.39178690344062,64.3
给排水科学与工程,工学,土木类,四年,12200,93531,526790,7,71,29,0,,73.25714285714285,56.659267480577135,52.164261931187575,67.59156492785795,64.3
弹药工程与爆炸技术,工学,兵器类,四年,10200,119133,224420,9,93,7,0,,50.34285714285714,56.659267480577135,97.44728079911211,83.90677025527192,64.3
印刷工程,工学,轻工类,四年,10600,84776,151632,9,55,45,0,,53.65714285714286,56.659267480577135,80.79911209766925,91.23196448390676,64.3
质量管理工程,管理学,工业工程类,四年,11600,105465,433540,9,44,56,0,,66.28571428571428,56.659267480577135,67.03662597114317,71.47613762486127,64.3
飞行器质量与可靠性,工学,航空航天类,四年,11700,0,456891,3,71,29,0,,67.94285714285714,56.659267480577135,63.263041065482795,70.69922308546059,64.3
武器系统与工程,工学,兵器类,四年,10100,124428,231828,6,88,12,0,,49.371428571428574,56.659267480577135,99.88901220865705,83.01886792452831,64.2
建筑环境与能源应用工程,工学,土木类,四年,13300,93621,772503,10,71,29,0,,83.71428571428572,56.659267480577135,31.74250832408434,59.82241953385128,64.2
轻化工程,工学,轻工类,四年,10600,91364,280260,4,63,37,0,,53.65714285714286,56.659267480577135,91.00998890122088,79.91120976692564,64.1
表演,艺术学,戏剧与影视学类,四年,12000,90247,502777,10,39,61,0,,71.37142857142858,56.659267480577135,55.04994450610432,68.59045504994451,64.1
舞蹈编导,艺术学,音乐与舞蹈学类,四年,10400,81328,170320,2,25,75,0,,51.542857142857144,56.659267480577135,86.12652608213097,89.56714761376249,64.0
涉外警务,法学,公安学类,四年,11500,152593,424744,3,77,23,0,,64.74285714285715,56.659267480577135,68.81243063263041,72.14206437291898,64.0
公共艺术,艺术学,设计学类,四年,11800,125956,481860,2,37,63,0,,69.25714285714287,56.659267480577135,58.60155382907881,69.25638179800222,63.9
地质工程,工学,地质类,四年,11100,103756,368138,8,87,13,0,,59.94285714285714,56.659267480577135,77.4694783573807,74.58379578246392,63.8
影视摄影与制作,艺术学,戏剧与影视学类,四年,12900,123432,683242,3,51,49,0,,79.94285714285714,56.659267480577135,37.06992230854607,61.70921198668147,63.8
能源经济,经济学,经济学类,四年,13100,106064,754208,9,43,57,0,,81.71428571428572,56.659267480577135,33.07436182019978,60.15538290788013,63.7
海洋渔业科学与技术,农学,水产类,四年,10400,77420,165444,4,67,33,0,,51.542857142857144,56.659267480577135,84.12874583795784,90.01109877913429,63.7
农村区域发展,管理学,农业经济管理类,四年,10300,0,169796,6,44,56,0,,50.857142857142854,56.659267480577135,85.68257491675917,89.23418423973362,63.6
航空航天工程,工学,航空航天类,四年,17300,139855,2888273,40,82,18,0,,98.28571428571429,56.659267480577135,4.217536071032185,44.28412874583796,63.6
广播电视编导,艺术学,戏剧与影视学类,四年,13100,123297,755016,15,33,67,0,,81.71428571428572,56.659267480577135,32.85238623751387,60.04439511653719,63.6
朝鲜语,文学,外国语言文学类,四年,10100,71319,253227,7,15,85,0,,49.371428571428574,56.659267480577135,97.0033296337403,81.02108768035517,63.5
广播电视学,文学,新闻传播学类,四年,13100,124086,766330,5,23,77,0,,81.71428571428572,56.659267480577135,31.96448390677024,59.26748057713651,63.4
边防指挥,法学,公安学类,四年,10700,0,118313,33,0,0,0,,54.628571428571426,56.659267480577135,68.81243063263041,94.22863485016649,63.3
轨道交通信号与控制,工学,自动化类,四年,12900,115261,727226,14,67,33,0,,79.94285714285714,56.659267480577135,34.4062153163152,60.710321864594896,63.2
安全工程,工学,安全科学与工程类,四年,12500,92521,599309,14,71,29,0,,75.71428571428571,56.659267480577135,42.619311875693676,63.81798002219756,63.2
无机非金属材料工程,工学,材料类,四年,10500,131458,293118,5,77,23,0,,52.628571428571426,56.659267480577135,88.79023307436182,78.35738068812431,63.1
环境科学与工程,工学,环境科学与工程类,四年,11800,108680,508578,8,61,39,0,,69.25714285714287,56.659267480577135,54.605993340732525,67.7025527192009,63.0
应用统计学,理学,统计学类,四年,13300,134616,874037,18,36,64,0,,83.71428571428572,56.659267480577135,27.52497225305217,55.71587125416204,63.0
集成电路设计与集成系统,工学,电子信息类,四年,13700,129743,973893,22,84,16,0,,86.45714285714286,56.659267480577135,22.419533851276356,53.274139844617096,62.9
农业资源与环境,农学,自然保护与环境生态类,四年,10000,71843,257424,3,54,46,0,,48.628571428571426,56.659267480577135,96.11542730299666,80.4661487236404,62.9
中国少数民族语言文学,文学,中国语言文学类,四年,10100,111594,166644,7,37,63,0,,49.371428571428574,56.659267480577135,84.35072142064372,89.12319644839067,62.8
知识产权,法学,法学类,四年,13400,122689,897410,17,36,64,0,,84.28571428571429,56.659267480577135,25.74916759156494,54.71698113207547,62.8
工程力学,工学,力学类,四年,12600,133278,642790,17,88,12,0,,76.62857142857142,56.659267480577135,38.17980022197558,62.70810210876804,62.8
军事海洋学,理学,海洋科学类,四年,10500,151934,306714,55,0,0,0,,52.628571428571426,56.659267480577135,87.2364039955605,77.2475027746948,62.7
宝石及材料工艺学,工学,材料类,四年,10600,134408,330938,3,37,63,0,,53.65714285714286,56.659267480577135,85.01664816870145,76.13762486126527,62.6
海洋药学,医学,药学类,四年,9900,119822,172936,2,27,73,0,,48.17142857142857,56.659267480577135,87.0144284128746,88.56825749167592,62.6
金融数学,经济学,金融学类,四年,13200,134393,873758,16,42,58,0,,82.74285714285713,56.659267480577135,27.746947835738084,55.38290788013318,62.6
劳动与社会保障,管理学,公共管理类,四年,10600,112076,333949,8,30,70,0,,53.65714285714286,56.659267480577135,84.12874583795782,75.91564927857935,62.5
矿物资源工程,工学,矿业类,四年,10800,128784,92599,1,87,13,0,,56.17142857142857,56.659267480577135,57.047724750277474,95.67147613762486,62.4
壮医学,医学,中医学类,五年,11000,107947,392247,2,39,61,0,,58.62857142857143,56.659267480577135,73.69589345172031,72.8079911209767,62.4
贸易经济,经济学,经济与贸易类,四年,12000,121826,561329,1,34,66,0,,71.37142857142858,56.659267480577135,47.28079911209766,65.14983351831299,62.4
医学影像技术,医学,医学技术类,四年,13200,102941,877226,18,35,65,0,,82.74285714285713,56.659267480577135,26.970033296337405,54.8834628190899,62.4
医学影像技术,医学,医学技术类,四年,13200,102941,877226,18,35,65,0,,82.74285714285713,56.659267480577135,26.970033296337405,54.8834628190899,62.4
公安管理学,法学,公安学类,四年,10700,156272,347634,1,76,24,0,,54.628571428571426,56.659267480577135,81.24306326304108,75.13873473917869,62.3
运动训练,教育学,体育学类,四年,9600,0,212225,10,72,28,0,,46.22857142857143,56.659267480577135,94.78357380688124,83.68479467258602,62.3
图书馆学,管理学,图书情报与档案管理类,四年,10800,129923,363356,6,20,80,0,,56.17142857142857,56.659267480577135,78.1354051054384,74.25083240843507,62.3
工业工程,管理学,工业工程类,四年,11800,120947,531155,16,71,29,0,,69.25714285714287,56.659267480577135,51.05438401775804,66.59267480577137,62.3
微机电系统工程,工学,机械类,四年,11800,105705,533574,1,82,18,0,,69.25714285714287,56.659267480577135,50.610432852386246,66.2597114317425,62.2
核物理,理学,物理学类,四年,11900,169159,547490,1,88,12,0,,70.28571428571428,56.659267480577135,48.612652608213104,65.37180910099889,62.2
林学,农学,林学类,四年,10700,74242,354149,9,50,50,0,,54.628571428571426,56.659267480577135,80.13318534961154,74.69478357380687,62.1
文化产业管理,管理学,工商管理类,四年,12500,121519,672123,11,31,69,0,,75.71428571428571,56.659267480577135,37.291897891231976,61.48723640399556,62.1
城乡规划,工学,建筑类,五年，四年,13000,93153,840818,5,52,48,0,,80.80000000000001,56.659267480577135,29.078801331853498,56.0488346281909,62.1
蒙药学,医学,中药学类,四年,10800,102566,86035,29,46,54,0,,56.17142857142857,56.659267480577135,54.49500554938956,95.94894561598224,62.0
广告学,文学,新闻传播学类,四年,13500,119658,1015290,8,29,71,0,,84.97142857142858,56.659267480577135,21.30965593784684,52.164261931187575,62.0
旅游管理与服务教育,管理学,旅游管理类,四年,9700,50398,170628,3,19,81,0,,47.02857142857143,56.659267480577135,86.34850166481687,88.34628190899001,62.0
汽车维修工程教育,工学,机械类,四年,9500,99056,187304,1,74,26,0,,45.94285714285714,56.659267480577135,90.78801331853496,86.68146503884573,62.0
蒙药学,医学,中药学类,四年,10800,102566,86035,29,46,54,0,,56.17142857142857,56.659267480577135,54.49500554938956,95.94894561598224,62.0
会展经济与管理,管理学,旅游管理类,四年,11700,119538,529118,5,23,77,0,,67.94285714285714,56.659267480577135,51.72031076581576,66.14872364039955,61.9
世界史,历史学,历史学类,四年,12200,64733,621053,3,30,70,0,,73.25714285714285,56.659267480577135,40.17758046614872,62.81908990011099,61.8
财务会计教育,管理学,工商管理类,四年,9100,124687,228200,61,18,82,0,,44.800000000000004,56.659267480577135,98.33518312985572,80.91009988901222,61.8
管理科学,管理学,管理科学与工程类,五年，四年,12500,96716,693277,13,39,61,0,,75.71428571428571,56.659267480577135,35.960044395116526,61.04328523862376,61.8
蒙古语,文学,外国语言文学类,四年,10900,111095,73019,2,0,0,0,,57.657142857142865,56.659267480577135,47.50277469478357,97.11431742508324,61.8
藏药学,医学,中药学类,五年，四年,10800,101074,82849,1,44,56,0,,56.17142857142857,56.659267480577135,52.275249722530525,96.2819089900111,61.7
藏药学,医学,中药学类,五年，四年,10800,101074,82849,1,44,56,0,,56.17142857142857,56.659267480577135,52.275249722530525,96.2819089900111,61.7
全球健康学,医学,公共卫生与预防医学类,四年,11300,76155,460495,1,32,68,0,,62.05714285714286,56.659267480577135,63.04106548279689,69.36736958934517,61.7
刑事科学技术,工学,公安技术类,四年,10100,120924,299617,7,84,16,0,,49.371428571428574,56.659267480577135,88.12430632630411,77.02552719200888,61.5
信息安全,工学,计算机类,四年,13800,136590,1313415,47,65,35,0,,87.08571428571429,56.659267480577135,14.872364039955599,49.50055493895672,61.5
新能源科学与工程,工学,能源动力类,四年,13400,113231,1056413,9,72,28,0,,84.28571428571429,56.659267480577135,20.1997780244173,51.6093229744728,61.5
社会体育指导与管理,教育学,体育学类,四年,11600,0,519307,5,81,19,0,,66.28571428571428,56.659267480577135,53.496115427302996,66.70366259711432,61.5
水产养殖学,农学,水产类,四年,9100,77616,249455,8,64,36,0,,44.800000000000004,56.659267480577135,97.669256381798,79.13429522752497,61.4
卫生监督,医学,公共卫生与预防医学类,五年,11700,75799,544101,1,25,75,0,,67.94285714285714,56.659267480577135,49.278579356270804,65.26082130965594,61.4
种子科学与工程,农学,植物生产类,四年,9900,103817,286059,7,53,47,0,,48.17142857142857,56.659267480577135,90.12208657047725,77.35849056603774,61.4
机电技术教育,工学,机械类,四年,9300,106532,176218,74,66,34,0,,45.48571428571429,56.659267480577135,87.4583795782464,87.23640399556048,61.4
动物药学,农学,动物医学类,五年，四年,8900,77844,243523,6,47,53,0,,43.94285714285714,56.659267480577135,98.77913429522754,79.24528301886792,61.3
烹饪与营养教育,工学,食品科学与工程类,四年,9600,66949,272404,4,31,69,0,,46.22857142857143,56.659267480577135,92.56381798002221,77.9134295227525,61.1
环保设备工程,工学,环境科学与工程类,四年,11000,98334,431197,2,65,35,0,,58.62857142857143,56.659267480577135,67.480577136515,70.4772475027747,61.1
播音与主持艺术,艺术学,戏剧与影视学类,四年,12800,88717,850584,20,33,67,0,,78.85714285714286,56.659267480577135,28.634850166481684,55.04994450610433,61.1
信息管理与信息系统,管理学,管理科学与工程类,四年,13500,109939,1214262,22,45,55,0,,84.97142857142858,56.659267480577135,16.87014428412874,50.055493895671475,61.0
蜂学,农学,动物生产类,四年,10100,80461,113048,37,54,46,0,,49.371428571428574,56.659267480577135,66.59267480577137,94.11764705882352,60.9
中草药栽培与鉴定,医学,中药学类,四年,8900,116020,198453,3,42,58,0,,43.94285714285714,56.659267480577135,92.3418423973363,83.24084350721421,60.9
哈医学,医学,中医学类,五年,11400,108272,492465,3,0,0,0,,63.37142857142857,56.659267480577135,56.27081021087681,67.4250832408435,60.9
哈医学,医学,中医学类,五年,11400,108272,492465,3,0,0,0,,63.37142857142857,56.659267480577135,56.27081021087681,67.4250832408435,60.9
地下水科学与工程,工学,地质类,四年,8600,115069,213258,1,69,31,0,,43.2,56.659267480577135,95.22752497225305,81.35405105438402,60.8
民族学,法学,民族学类,四年,10300,132757,344440,5,34,66,0,,50.857142857142854,56.659267480577135,82.13096559378468,74.36182019977802,60.8
警务指挥与战术,法学,公安学类,四年,11100,124531,461249,1,86,14,0,,59.94285714285714,56.659267480577135,62.597114317425074,68.92341842397336,60.7
药物分析,医学,药学类,四年,10700,119533,398051,5,29,71,0,,54.628571428571426,56.659267480577135,73.25194228634851,71.58712541620422,60.6
核化工与核燃料工程,工学,核工程类,四年,9200,104293,147399,7,90,10,0,,45.14285714285714,56.659267480577135,79.02330743618202,89.90011098779135,60.4
产品设计,艺术学,设计学类,四年,12500,123022,788265,21,40,60,0,,75.71428571428571,56.659267480577135,30.410654827968926,56.71476137624861,60.4
电气工程与智能控制,工学,电气类,四年,14700,117130,3109156,12,80,20,0,,90.8,56.659267480577135,3.551609322974471,42.730299667036626,60.3
网络工程,工学,计算机类,四年,13200,135924,1164118,18,71,29,0,,82.74285714285713,56.659267480577135,17.75804661487237,50.27746947835738,60.3
粮食工程,工学,食品科学与工程类,四年,9300,103537,139152,5,48,52,0,,45.48571428571429,56.659267480577135,76.13762486126527,90.56603773584906,60.2
听力与言语康复学,医学,医学技术类,五年，四年,11000,72560,460819,2,28,72,0,,58.62857142857143,56.659267480577135,62.81908990011098,68.70144284128746,60.2
中药资源与开发,医学,中药学类,四年,9100,113360,145980,6,39,61,0,,44.800000000000004,56.659267480577135,78.13540510543841,89.7891231964484,60.1
档案学,管理学,图书情报与档案管理类,四年,10800,129084,429828,5,25,75,0,,56.17142857142857,56.659267480577135,67.9245283018868,69.81132075471697,60.1
茶学,农学,植物生产类,四年,10100,93601,349905,6,36,64,0,,49.371428571428574,56.659267480577135,81.02108768035517,73.69589345172031,60.0
税收学,经济学,财政学类,四年,12100,135532,721109,14,28,72,0,,72.28571428571429,56.659267480577135,35.072142064372926,59.04550499445062,60.0
书法学,艺术学,美术学类,四年,10700,131707,421497,3,45,55,0,,54.628571428571426,56.659267480577135,69.92230854605994,70.14428412874584,59.9
商务经济学,经济学,经济学类,四年,14600,0,3436744,11,0,0,0,,90.51428571428572,56.659267480577135,2.2197558268590427,42.39733629300777,59.9
测绘工程,工学,测绘类,四年,11500,98211,544231,12,79,21,0,,64.74285714285715,56.659267480577135,49.0566037735849,64.48390677025527,59.9
材料成型及控制工程,工学,机械类,四年,11600,106428,569517,10,84,16,0,,66.28571428571428,56.659267480577135,45.504994450610425,63.4850166481687,59.9
纳米材料与技术,工学,材料类,四年,11500,135399,546917,8,57,43,0,,64.74285714285715,56.659267480577135,48.83462819089901,64.26193118756936,59.9
编辑出版学,文学,新闻传播学类,四年,12100,121869,726597,5,20,80,0,,72.28571428571429,56.659267480577135,34.62819089900111,58.379578246392896,59.9
蚕学,农学,动物生产类,四年,8900,86463,148059,47,52,48,0,,43.94285714285714,56.659267480577135,79.24528301886792,89.01220865704772,59.8
电子科学与技术,工学,电子信息类,四年,13200,129539,1291960,32,77,23,0,,82.74285714285713,56.659267480577135,15.094339622641513,48.6126526082131,59.7
艺术教育,教育学,教育学类,四年,10400,90351,386149,6,22,78,0,,51.542857142857144,56.659267480577135,75.47169811320755,71.69811320754717,59.7
宗教学,哲学,哲学类,四年,12200,0,775722,10,32,68,0,,73.25714285714285,56.659267480577135,31.298557158712555,56.60377358490566,59.5
光电信息科学与工程,工学,电子信息类,四年,13000,129627,1183111,33,77,23,0,,80.80000000000001,56.659267480577135,17.314095449500556,49.83351831298557,59.4
人工智能,工学,电子信息类,四年,0,131554,1984192,115,70,30,120,19250.0,50.0,100.0,8.65704772475027,20.36625971143174,59.4
动植物检疫,农学,动物医学类,四年,8500,81877,148735,2,45,55,0,,42.971428571428575,56.659267480577135,79.46725860155382,88.45726970033296,59.4
酒店管理,管理学,旅游管理类,四年,11600,121802,592042,12,29,71,0,,66.28571428571428,56.659267480577135,43.285238623751376,62.59711431742508,59.4
机械工程,工学,机械类,四年,13300,107081,1581346,41,91,9,0,,83.71428571428572,56.659267480577135,12.208657047724756,47.05882352941176,59.4
药物制剂,医学,药学类,四年,9800,111362,344619,9,36,64,0,,47.714285714285715,56.659267480577135,81.68701442841288,73.14095449500554,59.3
家政学,法学,社会学类,四年,8400,0,275465,63,9,91,0,,42.857142857142854,56.659267480577135,91.89789123196448,74.91675915649279,59.2
通信工程,工学,电子信息类,四年,13600,129345,2152380,59,66,34,0,,85.77142857142857,56.659267480577135,7.769145394006657,44.39511653718091,59.1
国民经济管理,经济学,经济学类,四年,12100,95108,775118,1,38,62,0,,72.28571428571429,56.659267480577135,31.520532741398455,56.270810210876796,59.1
食品营养与检验教育,工学,食品科学与工程类,四年,7900,119056,156086,48,21,79,0,,42.05714285714286,56.659267480577135,81.68701442841288,86.57047724750278,59.1
植物保护,农学,植物生产类,四年,9400,73870,327277,10,46,54,0,,45.77142857142857,56.659267480577135,85.23862375138735,73.47391786903441,59.1
工艺美术,艺术学,设计学类,四年,11100,123891,506060,9,36,64,0,,59.94285714285714,56.659267480577135,54.82796892341841,65.70477247502775,59.1
审计学,管理学,工商管理类,四年,12700,120980,1019627,19,27,73,0,,77.54285714285714,56.659267480577135,21.087680355160927,51.49833518312985,58.9
生物医学工程,工学,生物医学工程类,五年，四年,12600,107302,960648,64,54,46,0,,76.62857142857142,56.659267480577135,23.08546059933407,51.83129855715871,58.9
食品卫生与营养学,医学,公共卫生与预防医学类,四年,11600,78829,621937,7,27,73,0,,66.28571428571428,56.659267480577135,39.95560488346281,61.59822419533852,58.7
俄语,文学,外国语言文学类,四年,11300,77238,548203,9,20,80,0,,62.05714285714286,56.659267480577135,48.3906770255272,63.59600443951165,58.6
信息与计算科学,理学,数学类,四年,13400,135805,2054041,28,61,39,0,,84.28571428571429,56.659267480577135,8.21309655937847,44.50610432852386,58.6
运动康复,教育学,体育学类,四年,11700,0,684353,8,56,44,0,,67.94285714285714,56.659267480577135,36.625971143174255,59.37846836847947,58.6
海洋资源与环境,理学,海洋科学类,四年,11000,81122,499317,67,55,45,0,,58.62857142857143,56.659267480577135,55.271920088790225,65.8157602663707,58.6
犯罪学,法学,公安学类,四年,11300,156272,556539,5,88,12,0,,62.05714285714286,56.659267480577135,47.94672586015538,63.374028856825745,58.5
环境设计,艺术学,设计学类,四年,12300,113107,902593,15,42,58,0,,74.28571428571429,56.659267480577135,25.527192008879027,52.83018867924528,58.5
野生动物与自然保护区管理,农学,自然保护与环境生态类,四年,8900,87805,314612,7,45,55,0,,43.94285714285714,56.659267480577135,86.34850166481687,73.0299667036626,58.5
