job_name,salary_raw,salary_min,salary_max,salary_months,company_name,company_size,company_type,industry,city,district,experience,education,job_type,job_url,tags,search_keyword,salary_avg,has_salary
ai算法工程师,1.5-3万·16薪,15000.0,30000.0,16,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,深圳,龙岗·坂田,经验不限,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1480117890J40836785405.htm?refcode=4019&srccode=401903&preactionid=5cc9028e-b207-473f-a48c-7748b392ca02,"['深度学习', '机器学习', '多模态算法']",AI算法工程师,22500.0,True
高级AI算法工程师,2.5-3.5万,25000.0,35000.0,12,博雅创智,100-299人,民营,计算机软件,天津,南开·学府,5-10年,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CC660421980J40837658605.htm?refcode=4019&srccode=401903&preactionid=5cc9028e-b207-473f-a48c-7748b392ca02,"['大模型算法', '多模态算法', 'TensorFlow', 'AGENT', 'RAG']",AI算法工程师,30000.0,True
工业AI算法工程师,1.5-3万,15000.0,30000.0,12,天津赛象科技股份有限公司,500-999人,上市公司,专用设备制造,天津,西青·张家窝,5-10年,硕士,AI算法工程师,http://www.zhaopin.com/jobdetail/CC138724760J40985818504.htm?refcode=4019&srccode=401903&preactionid=5cc9028e-b207-473f-a48c-7748b392ca02,[],AI算法工程师,22500.0,True
ai算法工程师（接受无经验、双休、全额五险一金）,1.5-3万·14薪,15000.0,30000.0,14,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,苏州,工业园区,1-3年,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1480117890J40833453605.htm?refcode=4019&srccode=401903&preactionid=5cc9028e-b207-473f-a48c-7748b392ca02,"['深度学习', '机器学习', '大模型算法', 'GPT', 'RoBERTa', 'XLNet', 'K-means算法', '随机森林', '逻辑回归', 'Transformer', 'DNN', 'LSTM', '自然语言处理', '智能驾驶', '导航算法', 'PyTorch', 'OpenCV', 'Python', 'C++', 'C语言']",AI算法工程师,22500.0,True
AI算法工程师,1.5-3万,15000.0,30000.0,12,金航数码科技有限责任公司,500-999人,国企,IT服务,北京,朝阳,3-5年,硕士,AI算法工程师,http://www.zhaopin.com/jobdetail/CC000402820J40766742302.htm?refcode=4019&srccode=401903&preactionid=5cc9028e-b207-473f-a48c-7748b392ca02,[],AI算法工程师,22500.0,True
AI算法工程师,1.5-2.8万·13薪,15000.0,28000.0,13,厦门乾照光电股份有限公司,1000-9999人,上市公司,电子/半导体/集成电路,厦门,翔安·马巷,经验不限,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CC210385510J40826306801.htm?refcode=4019&srccode=401903&preactionid=5cc9028e-b207-473f-a48c-7748b392ca02,"['深度学习', '机器学习', 'PyTorch', 'TensorFlow']",AI算法工程师,21500.0,True
AI算法工程师（FAE）,2-2.5万,20000.0,25000.0,12,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,杭州,拱墅·米市巷,3-5年,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1480117890J40843043405.htm?refcode=4019&srccode=401903&preactionid=5cc9028e-b207-473f-a48c-7748b392ca02,"['图像算法', '机器学习', '深度学习', 'PyTorch', 'TensorFlow', 'Keras', 'C++']",AI算法工程师,22500.0,True
AI算法工程师,1.5-3万·13薪,15000.0,30000.0,13,玖龙纸业（控股）有限公司,10000人以上,上市公司,印刷/包装/造纸,东莞,大岭山镇,1-3年,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CC636955430J40755585011.htm?refcode=4019&srccode=401903&preactionid=5cc9028e-b207-473f-a48c-7748b392ca02,"['深度学习', '机器学习', '多模态算法', 'PyTorch', 'TensorFlow', 'Python', 'NumPy', 'Pandas']",AI算法工程师,22500.0,True
AI算法工程师(内部岗位)/南京,1.5-2.5万,15000.0,25000.0,12,南京迈特望科技股份有限公司,1000-9999人,股份制企业,计算机软件,南京,雨花台·雨花,1-3年,硕士,AI算法工程师,http://www.zhaopin.com/jobdetail/CC142971790J40827735111.htm?refcode=4019&srccode=401903&preactionid=5cc9028e-b207-473f-a48c-7748b392ca02,"['大模型算法', '多模态算法', 'PyTorch', 'Python', 'AI']",AI算法工程师,20000.0,True
AI算法工程师,1.1-2.2万,11000.0,22000.0,12,中山快享成贸易有限公司,100-299人,外商独资,贸易/进出口,中山,东区街道,经验不限,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1304344330J40911523108.htm?refcode=4019&srccode=401903&preactionid=c1d7ea2c-2bd3-4d41-8385-3d9ca0477041,"['海外市场', '计算机科学', '统计学', '模型优化', 'JETPACK 6 & 7', 'NVIDIA JETSON', '容器技术', 'TensorRT']",AI算法工程师,16500.0,True
AI算法工程师（26届校招）(J10532),1.5-2.5万,15000.0,25000.0,12,深圳麦科田生物医疗技术股份有限公司,1000-9999人,股份制企业,医疗设备/器械,深圳,南山·西丽,无经验,硕士,AI算法工程师,http://www.zhaopin.com/jobdetail/CC631962920J40792206510.htm?refcode=4019&srccode=401903&preactionid=c1d7ea2c-2bd3-4d41-8385-3d9ca0477041,[],AI算法工程师,20000.0,True
ai算法工程师,8000-16000元,8000.0,16000.0,12,上海格麟倍科技发展有限公司,20-99人,民营,计算机软件,西安,未央·张家堡,经验不限,硕士,AI算法工程师,http://www.zhaopin.com/jobdetail/CC823939850J40875417403.htm?refcode=4019&srccode=401903&preactionid=c1d7ea2c-2bd3-4d41-8385-3d9ca0477041,"['多模态算法', '大模型算法', '图像算法', '电化学', '仿真', 'MPC', 'Python', 'TensorFlow', 'PyTorch', '机器视觉']",AI算法工程师,12000.0,True
AI算法工程师,1.5-2.5万,15000.0,25000.0,12,东风汽车,10000人以上,国企,汽车研发/制造,武汉,蔡甸·沌口,3-5年,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CC679989880J40841070605.htm?refcode=4019&srccode=401903&preactionid=c1d7ea2c-2bd3-4d41-8385-3d9ca0477041,"['深度学习', '智能驾驶']",AI算法工程师,20000.0,True
AI算法工程师,1.5-3万·13薪,15000.0,30000.0,13,中国兵器装备集团自动化研究所有限公司,1000-9999人,国企,专用设备制造,绵阳,游仙区·富乐街道,经验不限,博士,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1306551560J40576515607.htm?refcode=4019&srccode=401903&preactionid=c1d7ea2c-2bd3-4d41-8385-3d9ca0477041,"['大模型算法', '多模态算法', '图像算法']",AI算法工程师,22500.0,True
AI算法工程师-福州,1.5-2万,15000.0,20000.0,12,中电福富信息科技有限公司,1000-9999人,国企,IT服务,福州,鼓楼·东街,3-5年,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CC180936110J40098718508.htm?refcode=4019&srccode=401903&preactionid=c1d7ea2c-2bd3-4d41-8385-3d9ca0477041,"['PyTorch', 'TensorFlow', '算法研究', 'C++', 'Python']",AI算法工程师,17500.0,True
AI算法工程师（流程快/无笔试）,1.3-2.5万,13000.0,25000.0,12,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,杭州,滨江·长河,经验不限,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1480117890J40842299105.htm?refcode=4019&srccode=401903&preactionid=c1d7ea2c-2bd3-4d41-8385-3d9ca0477041,"['深度学习', '大模型算法', 'PyTorch', 'OpenCV', 'TensorFlow', 'Python', 'C++', 'Java']",AI算法工程师,19000.0,True
"AI算法工程师((14薪,六险一金,接受考公考研失败/25届)",1.5-3万·14薪,15000.0,30000.0,14,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,杭州,滨江·长河,无经验,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1480117890J40842606905.htm?refcode=4019&srccode=401903&preactionid=c1d7ea2c-2bd3-4d41-8385-3d9ca0477041,"['大模型算法', '自然语言处理', 'Python', 'C++', 'Java']",AI算法工程师,22500.0,True
"AI算法工程师((14薪,六险一金,接受考公考研失败/25届)",1.5-3万·14薪,15000.0,30000.0,14,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,上海,青浦·金泽,无经验,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1480117890J40842606705.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,"['大模型算法', '自然语言处理', 'Python', 'C++', 'Java']",AI算法工程师,22500.0,True
ai算法工程师,8000-16000元,8000.0,16000.0,12,上海格麟倍科技发展有限公司,20-99人,民营,计算机软件,上海,闵行·莘庄,经验不限,硕士,AI算法工程师,http://www.zhaopin.com/jobdetail/CC823939850J40875417503.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,"['多模态算法', '大模型算法', '图像算法', '电化学', '仿真', 'MPC', 'Python', 'TensorFlow', 'PyTorch', '机器视觉']",AI算法工程师,12000.0,True
ai算法工程师,6000-12000元,6000.0,12000.0,12,广州瑞狐创想传媒有限公司,20-99人,民营,文化艺术/娱乐,广州,白云·太和,1-3年,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1513259440J40824393611.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,[],AI算法工程师,9000.0,True
AI算法工程师,3000-4000元,3000.0,4000.0,12,鞍山嘉行科技服务有限公司,互联网,20人以下,,鞍山,唐家房镇,10年以上,硕士,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1499732180J40891278804.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,['大模型算法'],AI算法工程师,3500.0,True
ai算法工程师,1.5-3万,15000.0,30000.0,12,江苏英仕全通讯科技有限公司,100-299人,民营,通信/网络设备,南京,雨花台·铁心桥,3-5年,硕士,AI算法工程师,http://www.zhaopin.com/jobdetail/CC531472730J40414879316.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,"['图像算法', '语音识别']",AI算法工程师,22500.0,True
AI算法工程师,2-3万,20000.0,30000.0,12,南京迈特望科技股份有限公司,1000-9999人,股份制企业,计算机软件,北京,西城·金融街,1-3年,硕士,AI算法工程师,http://www.zhaopin.com/jobdetail/CC142971790J40828004511.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,"['大模型算法', 'Python']",AI算法工程师,25000.0,True
ai算法工程师,1.4-1.7万,14000.0,17000.0,12,软通动力信息技术(集团)股份有限公司,10000人以上,上市公司,互联网,北京,海淀·马连洼,3-5年,大专,AI算法工程师,http://www.zhaopin.com/jobdetail/CC000544460J40794638316.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,['大模型算法'],AI算法工程师,15500.0,True
AI/算法工程师/C++转型FAE【六险一金】,1.4-1.8万·13薪,14000.0,18000.0,13,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,杭州,拱墅·米市巷,3-5年,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1480117890J40842424005.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,"['PyTorch', 'TensorFlow']",AI算法工程师,16000.0,True
ai算法工程师,2-3万,20000.0,30000.0,12,南京迈特望科技股份有限公司,1000-9999人,股份制企业,计算机软件,北京,西城·金融街,1-3年,硕士,AI算法工程师,http://www.zhaopin.com/jobdetail/CC142971790J40828012311.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,"['PyTorch', 'OpenCV']",AI算法工程师,25000.0,True
【26届校招】AI算法工程师,1.2-1.7万,12000.0,17000.0,12,光庭信息,1000-9999人,股份制企业,计算机软件,武汉,江夏·佛祖岭,无经验,硕士,AI算法工程师,http://www.zhaopin.com/jobdetail/CC534400620J40794630716.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,"['深度学习', '图像算法', '大模型算法', '机器视觉', '自然语言处理', '知识图谱', 'Python']",AI算法工程师,14500.0,True
AI/算法工程师转型FAE【六险一金】,1.4-2.1万·13薪,14000.0,21000.0,13,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,上海,青浦·金泽,1-3年,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1480117890J40842509905.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,"['深度学习', '大模型算法', '机器学习']",AI算法工程师,17500.0,True
AI算法工程师（cae软件）,3-4万,30000.0,40000.0,12,谷英人才,100-299人,民营,咨询服务,北京,海淀,1-3年,硕士,AI算法工程师,http://www.zhaopin.com/jobdetail/CC438861510J40862217613.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,['大模型算法'],AI算法工程师,35000.0,True
ai算法工程师（五险一金）,1.3-2万,13000.0,20000.0,12,莱弗凯(山东)医疗科技有限公司,500-999人,民营,医疗设备/器械,济南,历下·智远,3-5年,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1407098860J40840113910.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,"['RPA', 'AGENT']",AI算法工程师,16500.0,True
AI算法工程师（流程快/无笔试）,1.3-2.5万,13000.0,25000.0,12,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,深圳,龙岗·坂田,经验不限,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1480117890J40842299005.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,"['深度学习', '大模型算法', 'PyTorch', 'OpenCV', 'TensorFlow', 'Python', 'C++', 'Java']",AI算法工程师,19000.0,True
高级ai算法工程师,2-3万,20000.0,30000.0,12,南京迈特望科技股份有限公司,1000-9999人,股份制企业,计算机软件,南京,雨花台·雨花,5-10年,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CC142971790J40805324111.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,"['搜索/推荐算法', 'PyTorch', 'OpenCV']",AI算法工程师,25000.0,True
ai算法工程师,8000-10000元,8000.0,10000.0,12,郑州星格医院管理有限公司,100-299人,医院,医美/健康服务,郑州,金水·祭城路,3-5年,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1485645010J40861612713.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,['深度学习'],AI算法工程师,9000.0,True
ai算法工程师,1-2万,10000.0,20000.0,12,湖南小翅科技有限公司,20-99人,其它,互联网,长沙,天心·黑石铺,3-5年,本科,AI算法工程师,http://www.zhaopin.com/jobdetail/CCL1424945230J40828428801.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,[],AI算法工程师,15000.0,True
ai算法工程师,1.5-3万,15000.0,30000.0,12,南京迈特望科技股份有限公司,1000-9999人,股份制企业,计算机软件,南京,雨花台·雨花,3-5年,硕士,AI算法工程师,http://www.zhaopin.com/jobdetail/CC142971790J40827984911.htm?refcode=4019&srccode=401903&preactionid=ea1f734a-0771-4888-90a5-4428c7e1dce1,"['AI', 'RAG']",AI算法工程师,22500.0,True
大模型ai训练师,面议,,,12,北京三快在线科技有限公司,10000人以上,上市公司,互联网,武汉,,1年以下,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CC383625320J40830422009.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,[],AI训练师,,False
AI训练工程师（双休+五险一金）,1-1.5万,10000.0,15000.0,12,四川省科学城久信科技股份有限公司,300-499人,民营,电气机械/电力设备,成都,龙泉驿·大面,1-3年,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CC349864810J40918554208.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['Java', 'PyTorch']",AI训练师,12500.0,True
数据标注AI 训练师,3000-5000元,3000.0,5000.0,12,共生物流平台,100-299人,其它,货运/物流/仓储,芜湖,镜湖区,经验不限,大专,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CC324004880J40984523104.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['图像标注', '视频标注']",AI训练师,4000.0,True
大模型ai训练师管理,面议,,,12,北京三快在线科技有限公司,10000人以上,上市公司,互联网,石家庄,,1-3年,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CC383625320J40834763509.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,[],AI训练师,,False
大模型AI训练-评测方向,1-1.6万,10000.0,16000.0,12,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,上海,杨浦·大桥,1-3年,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1480117890J40830193905.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['多模态', 'AGENT', '评测标注', 'SFT']",AI训练师,13000.0,True
AI训练师,150-200元/天,150.0,200.0,12,嘉兴东隅科技有限公司,云计算/大数据,20-99人,,嘉兴,桐乡市·乌镇镇,无经验,大专,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1520303950J40920956515.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['图像标注', '语音标注', '音频标注', '视频标注', '文本标注']",AI训练师,175.0,True
大模型ai训练师管理,面议,,,12,北京三快在线科技有限公司,10000人以上,上市公司,互联网,北京,,1-3年,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CC383625320J40834763409.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,[],AI训练师,,False
大模型AI训练师-推理代码,1-1.4万,10000.0,14000.0,12,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,成都,武侯·桂溪,经验不限,硕士,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1480117890J40813123605.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['文本标注', '图像标注', '推理代码', '数学专业', 'ANDROID开发', '数据标注']",AI训练师,12000.0,True
ai训练师/数据标注,8000-15000元,8000.0,15000.0,12,长城搅拌,300-499人,上市公司,通用设备制造,温州,鹿城区·藤桥镇,经验不限,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CC420551480J40589641307.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,[],AI训练师,11500.0,True
AI训练工程师,6000-10000元,6000.0,10000.0,12,山东精客达通信科技有限公司,500-999人,股份制企业,互联网,济南,市中·泺源,1-3年,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1269692350J40748528712.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['PyTorch', 'DNN', '句法分析', '情感分析', '信息抽取', '序列标注', '词法分析', 'Keras', '智能客服', '主题模型', 'word2vec']",AI训练师,8000.0,True
大模型AI训练师-通用方向（中英文/数理化/地化生/艺术）,1-1.6万,10000.0,16000.0,12,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,成都,武侯·桂溪,1-3年,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1480117890J40809694305.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['文本标注', '大模型评测标注', 'CET-4']",AI训练师,13000.0,True
AI训练 标注-[必须本科及以上],4000-6000元,4000.0,6000.0,12,泰盈科技集团股份有限公司,10000人以上,上市公司,企业服务,泰安,岱岳区·粥店街道,经验不限,大专,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CC292011210J40769503111.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,['图像标注'],AI训练师,5000.0,True
AI训练(日赚100+线上兼职),2000-4000元,2000.0,4000.0,12,湖南佬米数字科技有限公司,人工智能,100-299人,,郑州,中原·沟赵,经验不限,高中,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1392264000J40907584308.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['图像标注', '语音标注', '音频标注', '视频标注', '文本标注']",AI训练师,3000.0,True
AI训练-大厂外包,9000-15000元,9000.0,15000.0,12,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,东莞,大朗镇,经验不限,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1480117890J40845451705.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['语音标注', '模型调优', 'AI训练']",AI训练师,12000.0,True
AI训练师,4000-8000元,4000.0,8000.0,12,河北普康医疗设备有限公司,500-999人,民营,医疗设备/器械,保定,徐水·东史端,1-3年,大专,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CC174410220J40839695410.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['AI智能体配置与优化', '短视频拍摄与剪辑', '养老辅具行业知识']",AI训练师,6000.0,True
AI训练师实习生（语言专业+全职实习+提供食宿）,8000-12000元,8000.0,12000.0,12,武汉佰思特信息科技有限公司,计算机软件,1000-9999人,,石家庄,桥西·西里,经验不限,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1393248930J40792019916.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['语音标注', '音频标注', '文本标注']",AI训练师,10000.0,True
大模型AI训练师-推理代码,1-1.4万,10000.0,14000.0,12,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,北京,朝阳·东湖,经验不限,硕士,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1480117890J40813123705.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['文本标注', '图像标注', '推理代码', '数学专业', 'ANDROID开发', '数据标注']",AI训练师,12000.0,True
助理财税AI训练师,3000-5000元,3000.0,5000.0,12,畅捷通,1000-9999人,股份制企业,计算机软件,张家口,桥东区·工业路街道,1-3年,大专,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CC327851310J40766889611.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['会计初级职称', '税务会计']",AI训练师,4000.0,True
兼职录音师（西安方言）AI训练师,25元/时,,,12,陕西大泽方里教育科技有限责任公司,20人以下,民营,人力资源服务,西安,未央·未央宫,经验不限,学历不限,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1508603550J40827566611.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['录音/混音', '西安方言', 'AI训练师', '兼职', '自主研发AI软件', '自主研发']",AI训练师,,False
大模型Ai训练师（推理代码),1-1.6万,10000.0,16000.0,12,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,北京,朝阳·东湖,经验不限,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1480117890J40809647605.htm?refcode=4019&srccode=401903&preactionid=5fab8dd4-ea73-45bb-9d73-9172c550b35b,"['PE', '前端', '数学', '大模型', '数据标注']",AI训练师,13000.0,True
大模型AI训练师-通用英文,1-1.4万,10000.0,14000.0,12,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,北京,朝阳·东湖,1-3年,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1480117890J40813038105.htm?refcode=4019&srccode=401903&preactionid=8c61153c-4459-43aa-93da-56a862ee3c0b,"['图像标注', '文本标注', '英文长文本标注', '大模型AI训练']",AI训练师,12000.0,True
ai训练师,5000-7000元,5000.0,7000.0,12,四川数聚智造科技有限公司,100-299人,民营,电力/水利/热力/燃气,成都,双流·煎茶,3-5年,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1452444020J40879081112.htm?refcode=4019&srccode=401903&preactionid=8c61153c-4459-43aa-93da-56a862ee3c0b,[],AI训练师,6000.0,True
大模型Ai训练师（推理代码),1-1.4万,10000.0,14000.0,12,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,成都,武侯·桂溪,经验不限,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1480117890J40828451205.htm?refcode=4019&srccode=401903&preactionid=8c61153c-4459-43aa-93da-56a862ee3c0b,"['PE', '前端', '数学', '大模型', '数据标注']",AI训练师,12000.0,True
AI训练师,7000-12000元,7000.0,12000.0,12,广州品学文化传播有限公司,20-99人,民营,零售/批发,广州,越秀·梅花村,1-3年,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CC439870920J40843578314.htm?refcode=4019&srccode=401903&preactionid=8c61153c-4459-43aa-93da-56a862ee3c0b,"['AIGC', '知识图谱']",AI训练师,9500.0,True
AI训练师（双休+要求大专以上）,8000-10000元,8000.0,10000.0,12,深圳市聚留科技有限公司,500-999人,上市公司,互联网,深圳,南山·粤海,经验不限,大专,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1473555980J40868990603.htm?refcode=4019&srccode=401903&preactionid=8c61153c-4459-43aa-93da-56a862ee3c0b,['双休'],AI训练师,9000.0,True
大模型AI训练师（评测、双休、早十晚七）,1.2-1.4万,12000.0,14000.0,12,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,上海,杨浦·大桥,1-3年,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1480117890J40818046505.htm?refcode=4019&srccode=401903&preactionid=8c61153c-4459-43aa-93da-56a862ee3c0b,"['模型评测', 'AGENT']",AI训练师,13000.0,True
数据标注/AI训练师（早九晚六周末双休）,4000-5000元,4000.0,5000.0,12,家星网络信息(沈阳)有限公司,互联网,20-99人,,沈阳,皇姑,经验不限,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1508201690J40832964209.htm?refcode=4019&srccode=401903&preactionid=8c61153c-4459-43aa-93da-56a862ee3c0b,[],AI训练师,4500.0,True
AI训练师实习生（语言专业+全职实习+提供食宿）,400-600元/天,400.0,600.0,12,武汉佰思特信息科技有限公司,计算机软件,1000-9999人,,石家庄,桥西·西里,无经验,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1393248930J40792021116.htm?refcode=4019&srccode=401903&preactionid=8c61153c-4459-43aa-93da-56a862ee3c0b,"['语音标注', '音频标注', '文本标注']",AI训练师,500.0,True
大模型AI训练师（Agent、工作流、大厂、双休）,1-1.4万,10000.0,14000.0,12,外企德科数字技术有限公司,10000人以上,合资,专业技术服务,成都,武侯·桂溪,1-3年,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1480117890J40789009205.htm?refcode=4019&srccode=401903&preactionid=8c61153c-4459-43aa-93da-56a862ee3c0b,[],AI训练师,12000.0,True
英语ai训练师,4000-5000元,4000.0,5000.0,12,长远数字科技(长沙)有限公司,人工智能,100-299人,,长沙,岳麓·麓谷,经验不限,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CCL1500053820J40843932205.htm?refcode=4019&srccode=401903&preactionid=8c61153c-4459-43aa-93da-56a862ee3c0b,[],AI训练师,4500.0,True
智驾标注质检 AI训练师（驾照3年+驾驶里程3w+）,7000-8000元,7000.0,8000.0,12,软通动力信息技术(集团)股份有限公司,10000人以上,上市公司,互联网,南京,江宁·淳化,1-3年,本科,AI训练师→AI训练,http://www.zhaopin.com/jobdetail/CC000544460J40693692816.htm?refcode=4019&srccode=401903&preactionid=8c61153c-4459-43aa-93da-56a862ee3c0b,"['图像标注', '驾照']",AI训练师,7500.0,True
