job_name,salary_raw,salary_min,salary_max,salary_months,company_name,company_size,company_type,industry,city,district,experience,education,job_type,job_url,tags,salary_avg,salary_annual_est,experience_std,education_std,experience_years,salary_level,has_salary
拒绝内耗周末双休（9：00-17：00）六险一金不加班,面议,,,12,中国平安,10000人以上,上市公司,银行,杭州,上城·四季青,经验不限,大专,,http://www.zhaopin.com/jobdetail/CC000204810J40869430612.htm?refcode=4019&srccode=401903&preactionid=6eea113e-7741-4ddd-b361-59de135f88a1,"['高端办公环境', '不加班不内卷', '热爱工作享受生活']",,,不限,大专,,面议,False
仪器QC,5000-8000元,5000.0,8000.0,12,浙江益汉制药有限公司,100-299人,民营,医药制造,杭州,临平·东湖,3-5年,大专,,http://www.zhaopin.com/jobdetail/CCL1481949470J40787572913.htm?refcode=4019&srccode=401903&preactionid=6eea113e-7741-4ddd-b361-59de135f88a1,"['QC', 'GMP认证']",6500.0,78000.0,3-5年,大专,4.0,5K-10K,True
急聘普工/操作工 底薪6000 五险一金,6000-7000元,6000.0,7000.0,12,众腾人力资源集团有限公司,500-999人,上市公司,人力资源服务,杭州,钱塘·前进,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CC459533920J40806699913.htm?refcode=4019&srccode=401903&preactionid=6eea113e-7741-4ddd-b361-59de135f88a1,"['恒温车间', '做六休一', '周结']",6500.0,78000.0,不限,不限,,5K-10K,True
智能仓储物流规划施工工程师,1-1.8万,10000.0,18000.0,12,河南外陆机电设备安装有限公司,500-999人,民营,电气机械/电力设备,杭州,滨江·西兴,3-5年,大专,,http://www.zhaopin.com/jobdetail/CCL1377948930J40873553512.htm?refcode=4019&srccode=401903&preactionid=6eea113e-7741-4ddd-b361-59de135f88a1,"['仓储项目', '智慧物流项目']",14000.0,168000.0,3-5年,大专,4.0,10K-15K,True
储运经理,1-1.5万,10000.0,15000.0,12,杭州新丰小吃股份有限公司,1000-9999人,上市公司,餐饮服务,杭州,富阳·常安,5-10年,大专,,http://www.zhaopin.com/jobdetail/CC149804010J40875757712.htm?refcode=4019&srccode=401903&preactionid=6eea113e-7741-4ddd-b361-59de135f88a1,"['仓储项目', '物流调度项目']",12500.0,150000.0,5-10年,大专,7.5,10K-15K,True
模拟ic设计工程师,3.5-6.5万·15薪,35000.0,65000.0,15,浙江地芯引力科技有限公司,100-299人,民营,电子/半导体/集成电路,杭州,萧山·北干,5-10年,硕士,,http://www.zhaopin.com/jobdetail/CC882396490J40668052612.htm?refcode=4019&srccode=401903&preactionid=6eea113e-7741-4ddd-b361-59de135f88a1,"['模拟', '模拟芯片', 'BCD工艺']",50000.0,750000.0,5-10年,硕士,7.5,50K以上,True
法语运营员,8000-10000元,8000.0,10000.0,12,佰图家居(福州)有限公司,500-999人,民营,家具/家居/家电,杭州,上城·九堡,1-3年,本科,,http://www.zhaopin.com/jobdetail/CCL1256956500J40853423312.htm?refcode=4019&srccode=401903&preactionid=6eea113e-7741-4ddd-b361-59de135f88a1,[],9000.0,108000.0,1-3年,本科,2.0,5K-10K,True
工艺技术员,6000-8000元,6000.0,8000.0,12,紫光未来科技(杭州)有限公司,300-499人,国企,通信/网络设备,杭州,萧山·临浦,1-3年,大专,,http://www.zhaopin.com/jobdetail/CC883210900J40837878410.htm?refcode=4019&srccode=401903&preactionid=6eea113e-7741-4ddd-b361-59de135f88a1,"['封装工艺', 'SMT工艺', '工艺设计']",7000.0,84000.0,1-3年,大专,2.0,5K-10K,True
水电工（厂务）,6000-9000元,6000.0,9000.0,12,杭州生方电器有限公司,100-299人,外商独资,电子设备制造,杭州,富阳·春江,3-5年,高中,,http://www.zhaopin.com/jobdetail/CCL1442907320J40825671111.htm?refcode=4019&srccode=401903&preactionid=6eea113e-7741-4ddd-b361-59de135f88a1,"['厂务', '水电工', '特种作业操作证 （电工作业）']",7500.0,90000.0,3-5年,高中,4.0,5K-10K,True
人事行政专员,5000-7000元·13薪,5000.0,7000.0,13,杭州湃肽生化科技有限公司,300-499人,股份制企业,医药制造,杭州,钱塘·下沙,1-3年,本科,,http://www.zhaopin.com/jobdetail/CC704794820J40839286510.htm?refcode=4019&srccode=401903&preactionid=6eea113e-7741-4ddd-b361-59de135f88a1,"['行政接待', '招聘']",6000.0,78000.0,1-3年,本科,2.0,5K-10K,True
物业工程主管,8000-11000元,8000.0,11000.0,12,龙湖集团,10000人以上,上市公司,房地产开发,杭州,萧山·新街,经验不限,大专,,http://www.zhaopin.com/jobdetail/CC375739230J40365074411.htm?refcode=4019&srccode=401903&preactionid=6eea113e-7741-4ddd-b361-59de135f88a1,"['商业建筑', '物业工程管理']",9500.0,114000.0,不限,大专,,5K-10K,True
人事行政主管,1-1.5万,10000.0,15000.0,12,深圳欣界能源科技股份有限公司,300-499人,民营,新能源,杭州,萧山·新街,3-5年,本科,,http://www.zhaopin.com/jobdetail/CCL1478923000J40812922011.htm?refcode=4019&srccode=401903&preactionid=6eea113e-7741-4ddd-b361-59de135f88a1,"['内勤管理', '接待事务', '后勤管理', '制造业经验']",12500.0,150000.0,3-5年,本科,4.0,10K-15K,True
研发工程师,6000-10000元,6000.0,10000.0,12,浙江研女士再生医学科技有限责任公司,100-299人,民营,卫生服务,杭州,临安·青山湖,1-3年,本科,,http://www.zhaopin.com/jobdetail/CCL1498731210J40816257011.htm?refcode=4019&srccode=401903&preactionid=6eea113e-7741-4ddd-b361-59de135f88a1,"['细胞培养技术', '微生物工程', '分子生物学技术', '生物药', '细胞药物', '试剂']",8000.0,96000.0,1-3年,本科,2.0,5K-10K,True
日语翻译,6000-9000元,6000.0,9000.0,12,杭州生方电器有限公司,100-299人,外商独资,电子设备制造,杭州,富阳·春江,1-3年,本科,,http://www.zhaopin.com/jobdetail/CCL1442907320J40813283111.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,"['口译', '笔译', '日语N1']",7500.0,90000.0,1-3年,本科,2.0,5K-10K,True
安全运维工程师,7000-10000元·14薪,7000.0,10000.0,14,杭州微联科技有限公司,20-99人,民营,计算机硬件,杭州,滨江·西兴,1-3年,本科,,http://www.zhaopin.com/jobdetail/CC158075810J40821033111.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,['网络安全'],8500.0,119000.0,1-3年,本科,2.0,5K-10K,True
招投标专员,5000-10000元,5000.0,10000.0,12,浙江汇安工程质量检测有限公司,20-99人,民营,检测/认证,杭州,拱墅·东新,经验不限,大专,,http://www.zhaopin.com/jobdetail/CCL1288251340J40797657311.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,['投标'],7500.0,90000.0,不限,大专,,5K-10K,True
数据安全工程师,1.2-2万·16薪,12000.0,20000.0,16,宁德新能源科技有限公司,10000人以上,合资,新能源,杭州,上城·四季青,3-5年,本科,,http://www.zhaopin.com/jobdetail/CC231726610J40824532314.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,['主机安全'],16000.0,256000.0,3-5年,本科,4.0,15K-20K,True
监造工程师,8000-10000元·15薪,8000.0,10000.0,15,浙江可胜技术股份有限公司,300-499人,民营,新能源,杭州,钱塘·白杨,1-3年,本科,,http://www.zhaopin.com/jobdetail/CC382908410J40840163412.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,"['质量管理', 'SQE', '压力容器', '焊接', '阀门', '减速机', '非标设备']",9000.0,135000.0,1-3年,本科,2.0,5K-10K,True
展会招商专员,6000-10000元,6000.0,10000.0,12,杭州东雅会展有限公司,20-99人,民营,会议/展览,杭州,余杭·五常,1-3年,学历不限,,http://www.zhaopin.com/jobdetail/CC394988980J40749288412.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,"['电话销售', '网络销售', '企业客户']",8000.0,96000.0,1-3年,不限,2.0,5K-10K,True
结构工程师,9000-15000元·13薪,9000.0,15000.0,13,浙江伽奈维医疗科技有限公司,300-499人,民营,医疗设备/器械,杭州,钱塘·白杨,3-5年,本科,,http://www.zhaopin.com/jobdetail/CC671180620J40798436512.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,['医疗耗材研发'],12000.0,156000.0,3-5年,本科,4.0,10K-15K,True
富阳区兼职查勘员,30-50元/次,30.0,50.0,12,深圳市世联土地房地产评估有限公司,500-999人,民营,房地产开发,杭州,富阳·大源,经验不限,大专,,http://www.zhaopin.com/jobdetail/CC192414310J40725486314.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,['兼职'],40.0,480.0,不限,大专,,5K以下,True
大货车修理工,1-1.5万,10000.0,15000.0,12,杭州美全物流有限公司,20-99人,民营,货运/物流/仓储,杭州,钱塘·河庄,3-5年,学历不限,,http://www.zhaopin.com/jobdetail/CC634701830J40860406613.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,"['汽车机修', '汽车电气维修', '商用车', '大工', '中工', '小工', '4S店', '汽车维修店']",12500.0,150000.0,3-5年,不限,4.0,10K-15K,True
行政内勤专员,6000-8000元,6000.0,8000.0,12,吉林省鑫通钢铁加工有限公司,钢铁/有色金属冶炼及加工,20-99人,,杭州,滨江·长河,1年以下,大专,,http://www.zhaopin.com/jobdetail/CCL1472925880J40860305713.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,"['接待事务', '后勤管理']",7000.0,84000.0,0-1年,大专,0.5,5K-10K,True
电力工程经理,1.5-2万,15000.0,20000.0,12,杭州极能科技有限公司,100-299人,民营,建筑设备安装,杭州,临平·东湖,10年以上,本科,,http://www.zhaopin.com/jobdetail/CC149562310J40822103310.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,"['电力施工', '输变电工程', '机电工程', '电气工程', '注册电气工程师', '二级建造师（机电工程）', '一级建造师（机电工程）', '配电工程', '电力安装', '机电一体化']",17500.0,210000.0,10年以上,本科,12.0,15K-20K,True
杭州美团外卖骑手就近分配/300一天/提供车住/可预支,8000-10000元,8000.0,10000.0,12,宁波万古配送服务有限公司,1000-9999人,股份制企业,餐饮服务,杭州,临平·东湖,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CCL1269610600J40833174010.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,"['公司提供电动车/摩托车', '无驾照要求', '餐饮外卖', '无犯罪记录', '会骑电动车', '0元入职', '可预支']",9000.0,108000.0,不限,不限,,5K-10K,True
电力检测员,6000-7000元,6000.0,7000.0,12,咸亨国际科技股份有限公司,1000-9999人,上市公司,零售/批发,杭州,萧山·新街,1-3年,本科,,http://www.zhaopin.com/jobdetail/CC566714630J40764907410.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,['电工进网作业许可证（高压）'],6500.0,78000.0,1-3年,本科,2.0,5K-10K,True
水产养殖技术员,6000-12000元·13薪,6000.0,12000.0,13,浙江商达公用集团有限公司,100-299人,国企,专用设备制造,杭州,西湖·三墩,1年以下,大专,,http://www.zhaopin.com/jobdetail/CC437595780J40765145111.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,"['鱼类', 'RAS养殖']",9000.0,117000.0,0-1年,大专,0.5,5K-10K,True
合成助理研究员（应届硕士生）,面议,,,12,杭州中美华东制药有限公司,10000人以上,上市公司,医药制造,杭州,拱墅·祥符,无经验,硕士,,http://www.zhaopin.com/jobdetail/CC198426920J40832608910.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,"['高分子材料', '可降解材料', 'PLLA', 'PLGA', '有机合成']",,,0年,硕士,0.0,面议,False
FSMS/HACCP专职审核员,1-2万,10000.0,20000.0,12,杭州万泰认证有限公司,500-999人,民营,检测/认证,杭州,滨江·长河,5-10年,本科,,http://www.zhaopin.com/jobdetail/CC135342510J40731612814.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,"['IOS认证', 'HACCP 认证审核', 'FSC认证审核', 'ISO认证审核', '农业认证审核', '食品安全审核']",15000.0,180000.0,5-10年,本科,7.5,15K-20K,True
客运司机,8000-13000元,8000.0,13000.0,12,杭州鑫景源信息科技有限公司,300-499人,股份制企业,企业服务,杭州,余杭·良渚,3-5年,学历不限,,http://www.zhaopin.com/jobdetail/CCL1464493600J40828225013.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,"['客运司机', 'C1', '4-5年']",10500.0,126000.0,3-5年,不限,4.0,10K-15K,True
3d次世代场景和角色建模师,1-1.5万,10000.0,15000.0,12,重庆乐尤网络科技有限公司,20-99人,民营,游戏,杭州,滨江·长河,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CCL1474699250J40730277011.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,"['次世代角色', '二次元风格', '写实风格', '奇幻仙侠', '古风风格', '欧美卡通']",12500.0,150000.0,不限,不限,,10K-15K,True
天猫&拼多多&得物店长,1-1.8万,10000.0,18000.0,12,浙江梵尘瑞景科技有限公司,20-99人,民营,电子商务,杭州,余杭·五常,3-5年,本科,,http://www.zhaopin.com/jobdetail/CCL1488381940J40858001713.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,"['淘宝/天猫', '拼多多', '店长']",14000.0,168000.0,3-5年,本科,4.0,10K-15K,True
业务代表（传统）-西湖办 (MJ001803),7000-12000元,7000.0,12000.0,12,农夫山泉,10000人以上,民营,快速消费品,杭州,拱墅·祥符,经验不限,高中,,http://www.zhaopin.com/jobdetail/CC132046460J40729913214.htm?refcode=4019&srccode=401903&preactionid=25d60504-653b-49d7-ae99-c1bebacab9ad,['面销/陌拜'],9500.0,114000.0,不限,高中,,5K-10K,True
行政专员,5000-7000元,5000.0,7000.0,12,上海云量子供应链管理有限公司,100-299人,民营,货运/物流/仓储,南京,江宁·禄口,3-5年,大专,,http://www.zhaopin.com/jobdetail/CC492838680J40751581806.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,"['接待事务', '后勤管理', '固定资产管理', '统筹能力', '数据分析']",6000.0,72000.0,3-5年,大专,4.0,5K-10K,True
项目申报专员,8000-10000元,8000.0,10000.0,12,江苏冠军科技集团股份有限公司,100-299人,上市公司,石油/石化,南京,溧水·洪蓝,1-3年,本科,,http://www.zhaopin.com/jobdetail/CC158950710J40751373806.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,"['政府申报项目', '科技申报项目', '公司资质申报项目', '高新技术企业认定', '政策信息库建立', '内外部资源协调']",9000.0,108000.0,1-3年,本科,2.0,5K-10K,True
信息流优化师（新街口）,7000-10000元,7000.0,10000.0,12,江苏致祥律师事务所,100-299人,律师事务所,法律服务,南京,秦淮·朝天宫,1-3年,学历不限,,http://www.zhaopin.com/jobdetail/CC144502990J40751730806.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,"['抖音', '小红书', '巨量引擎', '快手', '百度地图', '百度百科']",8500.0,102000.0,1-3年,不限,2.0,5K-10K,True
新能源项目总工（风电、光伏、储能等）,1-2万,10000.0,20000.0,12,中国电建集团江西省电力建设有限公司,1000-9999人,国企,电力/水利/热力/燃气,南京,建邺·沙洲,5-10年,本科,,http://www.zhaopin.com/jobdetail/CC625127180J40662254507.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,"['风电', '光伏', '储能', '项目总工程师']",15000.0,180000.0,5-10年,本科,7.5,15K-20K,True
环境采样员,6000-9000元·13薪,6000.0,9000.0,13,南京天成环境科技工程有限公司,20-99人,民营,咨询服务,南京,雨花台·板桥,3-5年,大专,,http://www.zhaopin.com/jobdetail/CC133875940J40874141703.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,['现场采样'],7500.0,97500.0,3-5年,大专,4.0,5K-10K,True
家装室内设计师,4000-8000元,4000.0,8000.0,12,南京梵泰装饰工程有限公司,20-99人,民营,装饰装修,南京,鼓楼·小市,3-5年,大专,,http://www.zhaopin.com/jobdetail/CCL1508243950J40875966203.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,"['小区住宅', '公寓', '样板间', '3年以上设计师，多种风格设计']",6000.0,72000.0,3-5年,大专,4.0,5K-10K,True
技术专家,6-10万·14薪,60000.0,100000.0,14,南京紫金山科技产业发展集团有限公司,500-999人,其它,互联网,南京,玄武·玄武门,5-10年,博士,,http://www.zhaopin.com/jobdetail/CCL1318355140J40862348303.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,[],80000.0,1120000.0,5-10年,博士,7.5,50K以上,True
工艺工程师/资深工程师,1.8-2.7万·14薪,18000.0,27000.0,14,欣旺达动力科技股份有限公司,10000人以上,民营,新能源汽车,南京,溧水·柘塘,3-5年,本科,,http://www.zhaopin.com/jobdetail/CCL1280979310J40871555503.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,['焊接工艺'],22500.0,315000.0,3-5年,本科,4.0,20K-30K,True
运营督导,8000-15000元,8000.0,15000.0,12,南京品尚汽车服务有限公司,20-99人,民营,汽车后市场,南京,江宁·秣陵,3-5年,大专,,http://www.zhaopin.com/jobdetail/CCL1445185060J40825439301.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,"['渠道销售', '区域销售', '面销/陌拜']",11500.0,138000.0,3-5年,大专,4.0,10K-15K,True
研发经理,2-3.5万,20000.0,35000.0,12,南京促普软件技术有限公司,20-99人,民营,计算机软件,南京,江宁·秣陵,5-10年,本科,,http://www.zhaopin.com/jobdetail/CC315617310J40454398001.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,"['Java', '微服务架构', 'SpringBoot', 'SpringCloud', 'Vue', '后端开发']",27500.0,330000.0,5-10年,本科,7.5,20K-30K,True
汽车新能源维修技师（老师）,9000-15000元,9000.0,15000.0,12,南京万通汽车技工学校,100-299人,民营,学校/学历教育,南京,六合·龙袍,3-5年,大专,,http://www.zhaopin.com/jobdetail/CC617505030J40539033101.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,['新能源汽车'],12000.0,144000.0,3-5年,大专,4.0,10K-15K,True
复材结构设计工程师,1.5-2.6万·14薪,15000.0,26000.0,14,零重力飞机工业(合肥)有限公司,100-299人,民营,船舶/航空/航天/火车制造,南京,秦淮·瑞金路,5-10年,硕士,,http://www.zhaopin.com/jobdetail/CCL1443361050J40614864501.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,"['航空器', 'CATIA']",20500.0,287000.0,5-10年,硕士,7.5,20K-30K,True
电机装配技工（要有电机经验）,7000-12000元,7000.0,12000.0,12,南京思来智能科技有限公司,20-99人,民营,工业自动化,南京,江宁·秣陵,经验不限,学历不限,,http://www.zhaopin.com/jobdetail/CC839346340J40917900602.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,"['电机', '安装/调试']",9500.0,114000.0,不限,不限,,5K-10K,True
清真管理员,5000-6000元,5000.0,6000.0,12,南京牛氏运昌食品有限公司,300-499人,民营,农副产品加工制造,南京,高淳·古柏,1-3年,大专,,http://www.zhaopin.com/jobdetail/CCL1491650720J40919912402.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,['清真认证'],5500.0,66000.0,1-3年,大专,2.0,5K-10K,True
销售工程师,8000-12000元,8000.0,12000.0,12,飞力冠(南京)物流科技有限公司,500-999人,其它,互联网,南京,雨花台·铁心桥,经验不限,大专,,http://www.zhaopin.com/jobdetail/CCL1318355140J40838468603.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,['KA大客户'],10000.0,120000.0,不限,大专,,10K-15K,True
解决方案经理（工业）,1.5-3万·13薪,15000.0,30000.0,13,南京高泰科技有限公司,300-499人,民营,计算机软件,南京,鼓楼·宁海路,3-5年,本科,,http://www.zhaopin.com/jobdetail/CC157555820J40523471703.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,"['软件行业', '物联网']",22500.0,292500.0,3-5年,本科,4.0,20K-30K,True
SQE资深工程师,1.8-3万,18000.0,30000.0,12,欣旺达动力科技股份有限公司,10000人以上,民营,新能源汽车,南京,溧水·柘塘,5-10年,本科,,http://www.zhaopin.com/jobdetail/CCL1280979310J40823603403.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,['8D报告'],24000.0,288000.0,5-10年,本科,7.5,20K-30K,True
内勤文员,5000-6000元,5000.0,6000.0,12,江苏玖生环境集团有限公司,100-299人,其它,环保,南京,玄武·玄武湖,1-3年,大专,,http://www.zhaopin.com/jobdetail/CC305074610J40392756902.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,['excel'],5500.0,66000.0,1-3年,大专,2.0,5K-10K,True
生产计划pmc,7000-10000元,7000.0,10000.0,12,胡连电子（南京）有限公司,1000-9999人,外商独资,汽车研发/制造,南京,江宁·禄口,3-5年,大专,,http://www.zhaopin.com/jobdetail/CC131938320J40874294102.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,"['生产物料管理', '成本管理', 'PMC管理', '销售预测', 'SAP', '产能分析']",8500.0,102000.0,3-5年,大专,4.0,5K-10K,True
智慧学习视频专员,8000-10000元,8000.0,10000.0,12,新东方教育科技集团有限公司,10000人以上,上市公司,培训/辅导服务,南京,玄武·新街口,经验不限,本科,,http://www.zhaopin.com/jobdetail/CC120002360J40920326402.htm?refcode=4019&srccode=401903&preactionid=3e08ca1c-27bb-494c-ab9a-fe49f09b2ea2,"['PS', '剪映', 'PR']",9000.0,108000.0,不限,本科,,5K-10K,True
主案设计师,6000-10000元,6000.0,10000.0,12,江苏九创标识系统有限公司,20-99人,民营,广告/营销,南京,鼓楼·华侨路,5-10年,大专,,http://www.zhaopin.com/jobdetail/CC529347926J90250167000.htm?refcode=4019&srccode=401903&preactionid=1a8a2c53-5587-41b0-a10c-b512a146b7f5,[],8000.0,96000.0,5-10年,大专,7.5,5K-10K,True
高档餐厅前厅经理,8000-11000元,8000.0,11000.0,12,南京德天餐饮管理有限公司,1000-9999人,民营,餐饮服务,南京,江宁·淳化,1-3年,学历不限,,http://www.zhaopin.com/jobdetail/CC376354010J40457896002.htm?refcode=4019&srccode=401903&preactionid=1a8a2c53-5587-41b0-a10c-b512a146b7f5,"['包吃包住', '全勤奖', '年终奖', '五险', '绩效奖金', '免费工装', '宿舍有空调', '免费培训', '弹性工作制', '法定节假日三薪']",9500.0,114000.0,1-3年,不限,2.0,5K-10K,True
化学分析工程师,6000-10000元,6000.0,10000.0,12,中科智感(南京)环境科技有限公司,环保,20-99人,,南京,六合·长芦,3-5年,本科,,http://www.zhaopin.com/jobdetail/CCL1477666060J40506954902.htm?refcode=4019&srccode=401903&preactionid=1a8a2c53-5587-41b0-a10c-b512a146b7f5,[],8000.0,96000.0,3-5年,本科,4.0,5K-10K,True
可靠性工程师（2026校招）,1.4-2万,14000.0,20000.0,12,南京誉葆科技股份有限公司,100-299人,民营,电子/半导体/集成电路,南京,栖霞·尧化,无经验,硕士,,http://www.zhaopin.com/jobdetail/CC131938330J40636849902.htm?refcode=4019&srccode=401903&preactionid=1a8a2c53-5587-41b0-a10c-b512a146b7f5,"['器件失效分析', '电气失效分析']",17000.0,204000.0,0年,硕士,0.0,15K-20K,True
行政人事总监,1.5-2万·16薪,15000.0,20000.0,16,南京中山制药有限公司,100-299人,民营,医药制造,南京,栖霞·燕子矶,10年以上,本科,,http://www.zhaopin.com/jobdetail/CC143298310J40906949702.htm?refcode=4019&srccode=401903&preactionid=1a8a2c53-5587-41b0-a10c-b512a146b7f5,"['人力资源管理', '行政管理']",17500.0,280000.0,10年以上,本科,12.0,15K-20K,True
食品化验员,5000-6000元,5000.0,6000.0,12,南京牛氏运昌食品有限公司,300-499人,民营,农副产品加工制造,南京,高淳·古柏,1-3年,大专,,http://www.zhaopin.com/jobdetail/CCL1491650720J40913954802.htm?refcode=4019&srccode=401903&preactionid=1a8a2c53-5587-41b0-a10c-b512a146b7f5,"['理化检测', '微生物检测']",5500.0,66000.0,1-3年,大专,2.0,5K-10K,True
苏宁直招甲方内催+五险一金+有食宿,1-1.5万,10000.0,15000.0,12,上海星图金融服务集团有限公司南京分公司,1000-9999人,民营,互联网金融/小额贷款,南京,玄武·玄武湖,1年以下,中专/中技,,http://www.zhaopin.com/jobdetail/CCL1439906560J40911966602.htm?refcode=4019&srccode=401903&preactionid=1a8a2c53-5587-41b0-a10c-b512a146b7f5,"['电话催收', 'M1催收', 'M2催收', '银行']",12500.0,150000.0,0-1年,中专,0.5,10K-15K,True
SMT操作员,7000-9000元,7000.0,9000.0,12,南京誉葆科技股份有限公司,100-299人,民营,电子/半导体/集成电路,南京,栖霞·尧化,无经验,本科,,http://www.zhaopin.com/jobdetail/CC131938330J40916127402.htm?refcode=4019&srccode=401903&preactionid=1a8a2c53-5587-41b0-a10c-b512a146b7f5,"['贴片机', 'SMT设备', '贴片工艺', '印刷工艺', 'SMT操作员']",8000.0,96000.0,0年,本科,0.0,5K-10K,True
工艺工程师电池PACK,7000-12000元·13薪,7000.0,12000.0,13,欧陆电气,100-299人,民营,工业自动化,南京,六合·龙池,3-5年,大专,,http://www.zhaopin.com/jobdetail/CC376578110J40473520802.htm?refcode=4019&srccode=401903&preactionid=1a8a2c53-5587-41b0-a10c-b512a146b7f5,"['电池工艺', '装配工艺', '电池', '新材料']",9500.0,123500.0,3-5年,大专,4.0,5K-10K,True
急招车工 月入12000（包住 步行10分钟内）,6000-12000元,6000.0,12000.0,12,南京工艺装备制造股份有限公司,1000-9999人,国企,通用设备制造,南京,江宁·江宁街道,3-5年,中专/中技,,http://www.zhaopin.com/jobdetail/CC186658110J40688235002.htm?refcode=4019&srccode=401903&preactionid=1a8a2c53-5587-41b0-a10c-b512a146b7f5,"['车床设备', '铣床设备', '磨床设备']",9000.0,108000.0,3-5年,中专,4.0,5K-10K,True
环境采样工程师,5000-8000元,5000.0,8000.0,12,实朴检测技术(上海)股份有限公司,1000-9999人,民营,检测/认证,南京,栖霞·栖霞街道,经验不限,大专,,http://www.zhaopin.com/jobdetail/CC273141480J40836152305.htm?refcode=4019&srccode=401903&preactionid=1a8a2c53-5587-41b0-a10c-b512a146b7f5,"['采样记录', '样品储运', '现场采样', '样品的保存、运输和交接']",6500.0,78000.0,不限,大专,,5K-10K,True
组织发展经理(J10176),1.2-2.2万,12000.0,22000.0,12,嘉环科技股份有限公司,10000人以上,民营,通信/网络设备,南京,雨花台·铁心桥,经验不限,本科,,http://www.zhaopin.com/jobdetail/CC249365810J40838743005.htm?refcode=4019&srccode=401903&preactionid=1a8a2c53-5587-41b0-a10c-b512a146b7f5,"['组织设计', '组织诊断', '组织建设', '组织变革']",17000.0,204000.0,不限,本科,,15K-20K,True
